					Computing Ratio	Computing Ratio	Computing Ratio	Computing Ratio	Computing Ratio	Computing Ratio	Computing Ratio	Computing Ratio	Computing Ratio	Computing Ratio	IO Ratio	IO Ratio	IO Ratio	IO Ratio	IO Ratio	IO Ratio	IO Ratio	IO Ratio	IO Ratio	IO Ratio	Checkpoint Ratio	Checkpoint Ratio	Checkpoint Ratio	Checkpoint Ratio	Checkpoint Ratio	Checkpoint Ratio	Checkpoint Ratio	Checkpoint Ratio	Checkpoint Ratio	Checkpoint Ratio	Wasted Computing Ratio	Wasted Computing Ratio	Wasted Computing Ratio	Wasted Computing Ratio	Wasted Computing Ratio	Wasted Computing Ratio	Wasted Computing Ratio	Wasted Computing Ratio	Wasted Computing Ratio	Wasted Computing Ratio	Waste Ratio	Waste Ratio	Waste Ratio	Waste Ratio	Waste Ratio	Waste Ratio	Waste Ratio	Waste Ratio	Waste Ratio	Waste Ratio	Work Ratio	Work Ratio	Work Ratio	Work Ratio	Work Ratio	Work Ratio	Work Ratio	Work Ratio	Work Ratio	Work Ratio
					count	mean	std	min	10%	25%	50%	75%	90%	max	count	mean	std	min	10%	25%	50%	75%	90%	max	count	mean	std	min	10%	25%	50%	75%	90%	max	count	mean	std	min	10%	25%	50%	75%	90%	max	count	mean	std	min	10%	25%	50%	75%	90%	max	count	mean	std	min	10%	25%	50%	75%	90%	max
method	ckpt_intvl	sfs_bw	bb_bw	sys_mtbf																																																												
No_bb	1h	1.6e+11	10000000000.0	61200	100.0	0.8059596825694706	0.05264807775454077	0.6551812783647446	0.7397663177502133	0.7808257084287071	0.8118892597033636	0.8434266428952946	0.8640902726031046	0.9010714227103898	100.0	0.0007090563701689893	0.00017347329954131517	0.0004059605302515903	0.000500508972225083	0.0005899535978332661	0.000694197679660323	0.0008015884506292803	0.0009203376192715713	0.0011893477931055635	100.0	0.0007189915972483757	0.00010812732876172596	0.00042973056808819895	0.0005800964099166311	0.0006507493068969039	0.0007169469118228032	0.0007914556557808973	0.0008634294519829055	0.0010047865512338226	100.0	6.214899682757257e-05	4.8315566518161986e-05	1.7781798827319473e-06	2.5658348129213734e-05	3.9540849485895205e-05	5.469748168804792e-05	6.629555138933607e-05	9.056672742999546e-05	0.000276139065131654	100.0	0.0007811405940759487	0.00012490038243153457	0.0004955836643494133	0.0006255529819879659	0.0006894006880119153	0.0007720680861670808	0.0008699217442695621	0.0009386582508509912	0.0010952030092844156	100.0	0.8066687389396399	0.05266884134221804	0.6561706118473206	0.7407440685334745	0.7814805674589671	0.8125676428452749	0.8440753606610966	0.8648931215314359	0.9021576256693152
No_bb	1h	1.6e+11	10000000000.0	64800	100.0	0.816282614528045	0.04826977181128078	0.6313302499382856	0.7517628286788336	0.7859501960500758	0.8239144939021334	0.8498676441476921	0.8742398670949117	0.9187076068590536	100.0	0.0007072557299926774	0.00014984111272979894	0.0003968532341346182	0.0005031941742698072	0.0006191712679316536	0.0006901238319094308	0.0008077523258990704	0.0008866153549649642	0.0011040633315160433	100.0	0.0007105732822959331	0.00010507603796121046	0.0004619915082462355	0.0005872783540351626	0.0006395676462983805	0.0006992810867592419	0.0007830761681421152	0.0008403121372006055	0.0009742424735584515	100.0	5.511729757383823e-05	4.238515382346181e-05	3.634670338350641e-06	1.707156257258616e-05	3.256680561724024e-05	5.187514399388496e-05	6.232433373403331e-05	8.096231993757348e-05	0.00028578773971503767	100.0	0.0007656905798697713	0.00012487516570344577	0.0004902038224645782	0.000627358559557424	0.0006705251446514353	0.000745508956668049	0.0008420047616012672	0.0009184378594166894	0.0011719228183349104	100.0	0.8169898702580377	0.04826523268867696	0.632097604792263	0.752393921122038	0.7866573197782556	0.8246536383494332	0.8505300545932368	0.8749046142777488	0.919512224459823
No_bb	1h	1.6e+11	10000000000.0	68400	100.0	0.8229363768635868	0.04341099327234969	0.6362862911278863	0.7669047345596076	0.7945027772059416	0.8271524579297452	0.8506580651533315	0.8698149760039695	0.9223782636485723	100.0	0.0006941732330244864	0.00015536263304184245	0.00027093048477610853	0.0005139631959558555	0.0005785353361136721	0.0006739217687830798	0.000813208660302276	0.000912933611003209	0.0011725173655805434	100.0	0.0006988716190399466	9.837133076766208e-05	0.0004663716039987963	0.000576276910586069	0.0006520918770406338	0.000692536470904167	0.0007399744335203738	0.0008093289098055116	0.0010121321506086746	100.0	0.00037780128341798655	0.0022052520695706023	2.733351179372765e-06	2.8079775063930327e-05	4.151056307880582e-05	5.4204969296610056e-05	7.50300678967109e-05	8.970144729689619e-05	0.020568371142585317	100.0	0.0010766729024579327	0.00220237389143283	0.0005187247513027714	0.0006372039746315536	0.0006987054258089	0.00075381273687997	0.0008161299503150475	0.0009180118824074019	0.021219647161946267	100.0	0.8236305500966111	0.04342796867010383	0.6367224203349322	0.7677886668951652	0.7950330793965155	0.8276214525771483	0.8514246665521118	0.870292607822265	0.9229175821532566
No_bb	1h	1.6e+11	10000000000.0	72000	100.0	0.8283855682185242	0.04624640357379602	0.6640247108461165	0.7720657322133357	0.8000199057191486	0.8362828897303651	0.8605217759172374	0.8778085088386933	0.9130390095248344	100.0	0.0006858435857885779	0.00018297289852093446	0.0003878518419625621	0.0004461376762285837	0.0005532642305260255	0.000669231621930403	0.0007897713486836678	0.0009170572829211111	0.001136233809333515	100.0	0.0006768368479134227	0.0001015035642053412	0.00043982136996882106	0.0005514272450081917	0.0006135695835305977	0.0006628254792393184	0.0007408767056056167	0.0008250645653690337	0.0009108460683357249	100.0	5.595801914240358e-05	3.783140425003519e-05	2.3547527046769405e-06	2.6571836606683537e-05	3.136546832513268e-05	5.1314506007598835e-05	6.432007743805459e-05	9.228977103489181e-05	0.0002577881822189136	100.0	0.0007327948670558262	0.00011167654516172304	0.0004952483293107214	0.0005977865726297438	0.0006592968037998279	0.0007127595976288449	0.0008061007091642548	0.0008930610822258335	0.0009933801114371521	100.0	0.8290714118043124	0.0462841724557774	0.664711037874795	0.7724873538664618	0.8005508549191397	0.8368793337144791	0.8610395134411081	0.8784790897021204	0.9137764522116649
No_bb	1h	1.6e+11	10000000000.0	75600	100.0	0.8256740035996298	0.05261068272927923	0.6650476720843809	0.760718210170273	0.8054407124897944	0.8348055562739942	0.8591877472458472	0.8806902712397147	0.9236792068303111	100.0	0.0006393835067144435	0.00015069080872194847	0.0003213914416511116	0.000474948098513133	0.0005294173290698562	0.0006282308446238067	0.0007306320186063046	0.0008349488718064332	0.001106569754713609	100.0	0.0006559220767568536	0.00010888998180060724	0.00040697795118602924	0.0005065163126059688	0.0005837055071640013	0.0006631194845584456	0.0007322591587120279	0.000770536172163243	0.000944322155637383	100.0	0.0002580309817983109	0.0014960900239172573	1.2004393084088667e-06	1.683572928678609e-05	2.9989782187671526e-05	4.4015676897699924e-05	6.308294986753901e-05	8.104408557332457e-05	0.01284764386852051	100.0	0.0009139530585551637	0.0015096205079838227	0.0004363160823118158	0.0005177079200565303	0.0006268975437606283	0.0007085303360443863	0.0007919994221890863	0.000868993328133648	0.013567566973173675	100.0	0.8263133871063443	0.052618547927879226	0.6657176319175401	0.7614619679624031	0.8060412755924642	0.8356487879779557	0.859885654137845	0.8813215377871623	0.9243693856018265
No_bb	1h	1.6e+11	10000000000.0	79200	100.0	0.8148209903923841	0.04700207370502394	0.7095209815796358	0.7472819818188632	0.7829674274408469	0.8230458622858488	0.8458731539418514	0.8692857824729862	0.9064764707532542	100.0	0.0006076462939028064	0.000169317214211463	0.00024080708254486957	0.0003890831130293537	0.0004815559699918861	0.0005936979235545746	0.0007367938496652619	0.0008483129040623859	0.0009834675271200557	100.0	0.0006393312603654003	9.724214028237976e-05	0.0004225408503055254	0.0005255497710204362	0.0005773609724482113	0.0006388054729467618	0.0006997717155502297	0.000762787906927886	0.0008883576915599017	100.0	0.00027804026869472366	0.002131272008642152	4.307283715270953e-06	1.7441682404111278e-05	2.769800972775924e-05	4.1507177401926774e-05	5.666959271971369e-05	7.833172328835777e-05	0.021293692113673435	100.0	0.0009173715290601237	0.0021317642627914904	0.00045537685231808965	0.0005464878529948912	0.0006096491998760758	0.0006870565099064293	0.000758547224856876	0.0008267437904219645	0.021896610256913297	100.0	0.8154286366862867	0.047037701927997	0.7103533026824268	0.7481704853155955	0.7837923159715492	0.8236745767288277	0.8464917387344796	0.8701372396052809	0.9069305046743324
No_bb	1h	1.6e+11	10000000000.0	82800	100.0	0.8424882941748748	0.04485413961976393	0.7194242307866469	0.7735959353259183	0.8182792407289705	0.8501707721316119	0.8715795346567654	0.8927485215834282	0.943332700229024	100.0	0.0006255662544611416	0.00014094201457062107	0.00026371714963706295	0.00044664114882537006	0.0005357607822923929	0.0006205040874551571	0.0007105872714500378	0.0008383162834874925	0.0009760836746448073	100.0	0.0006072989123632485	0.0001057731904361071	0.00039508537064772653	0.0004728112150525363	0.0005243645573473329	0.0006148803753174061	0.000673731304897546	0.0007456733043444113	0.0008594048862802088	100.0	0.0001917056743632714	0.0014599172333070668	1.3903786292387724e-05	1.6862996328226236e-05	2.7099620303118013e-05	4.174912565208449e-05	5.417514654764208e-05	7.87850509929844e-05	0.014642134155655977	100.0	0.0007990045867265197	0.0014692102519219617	0.0004140760004984172	0.0005053064005878093	0.0005580278281386376	0.0006549103607641266	0.0007266472588752862	0.0008191682532417146	0.015298053861545483	100.0	0.8431138604293358	0.04488178362989953	0.7199429340345342	0.7740836613457343	0.8189173726651408	0.8507499159874068	0.8721835536422846	0.8933323217881468	0.9439566314977368
No_bb	1h	1.6e+11	10000000000.0	86400	100.0	0.832815591446882	0.052478641022032264	0.6883946222558202	0.763331384062124	0.7957193872220479	0.8418130382822866	0.8702906580319365	0.8947164583475183	0.92218826380081	100.0	0.0005785121608174264	0.0001293437974095764	0.0002185054334981124	0.000414023969295185	0.00048689800781954816	0.0005821695038620201	0.0006484016559316973	0.0007447045665081926	0.0009549713780668445	100.0	0.0006023766388970661	9.534083127592859e-05	0.00035981239824249333	0.0004802752686500577	0.0005322950573714233	0.0006091449609057078	0.0006707241111006139	0.0007103217547464143	0.0008650426093106135	100.0	0.00023857569582577874	0.0019759388696149196	1.092609680653284e-06	1.4691144917144112e-05	2.698407861133106e-05	3.9884852923736074e-05	5.2514709018537626e-05	7.655499302782817e-05	0.019798927609006225	100.0	0.000840952334722845	0.0019676995652887887	0.0003745361104702471	0.0005198380028808603	0.000573334142498311	0.0006413692071734608	0.0007190422852920021	0.0007696586816789056	0.020296090571626693	100.0	0.8333941036076993	0.05249396063795758	0.6889651457672666	0.7637274400497337	0.7962077762850324	0.8424391513346032	0.8707487547145217	0.8954039529415839	0.9229740874267411
No_bb	Daly	40000000000.0	10000000000.0	3600	80.0	0.7613549068452484	0.03312246335416484	0.5912548019007648	0.7300308584780554	0.7495461720955514	0.771966472868501	0.7810674064771062	0.7874123320489452	0.8018013904172544	80.0	0.02753292337618694	0.002977128366452263	0.02054791853021318	0.023774785109190948	0.02591914405363869	0.026966065754002837	0.028739709708502786	0.03086502891026439	0.035379899214506225	80.0	0.00030023864806534085	1.2153642306240581e-05	0.00023985849426559616	0.0002900921399079767	0.00029790752107894457	0.000302794247489788	0.00030592545045595755	0.00031187626814644645	0.00031642108219695497	80.0	0.03488464454916754	0.008199928695639293	0.02017048363108205	0.024102264457034586	0.028449940039708452	0.03518411318122422	0.040089224249267336	0.044933835002870466	0.055920844254057446	80.0	0.03518488319723288	0.00819751707300939	0.020484521047380008	0.02440352601580403	0.028762301705068553	0.03549111688125904	0.040389911129010865	0.04523779086485022	0.056217792391875625	80.0	0.7888878302214355	0.03228062143630369	0.6196398673455271	0.7636143019708812	0.7797109568844055	0.7988523434798911	0.8076080893007295	0.813942470109416	0.8287674561712572
No_bb	Daly	40000000000.0	10000000000.0	7200	94.0	0.7902444233066254	0.04454317286168105	0.630554984342772	0.7183913201222734	0.7798247866413088	0.7999194600030204	0.8181798878122921	0.8313459182222545	0.8495785095294899	94.0	0.015872648650937595	0.002440823545647365	0.009467670632555339	0.012870921151490713	0.014027474889998663	0.015845002664884658	0.017428698530553816	0.018953237066495935	0.022653832231442864	94.0	0.00022167589951869288	1.2756064919296145e-05	0.00017892414434440105	0.00020611079636106598	0.00021737609114034018	0.0002234699565576352	0.00023055662193349256	0.00023384207006928507	0.00023838418280081438	94.0	0.013063694276502832	0.00491247565349148	0.0034147238148317664	0.007287767697527698	0.009392813727364162	0.012137466367604837	0.01616152380305957	0.019584693826494033	0.025213943681091706	94.0	0.013285370176021518	0.004911498559780164	0.003635690603050382	0.007514303902997865	0.009623181420947332	0.012368808867970347	0.01639536153359812	0.019813787179831885	0.025436508686727623	94.0	0.8061170719575631	0.044691635255589196	0.6461243738848319	0.7328151285880539	0.7963070599789552	0.8193436123607354	0.8334164829759182	0.8457048305935155	0.8620189280635545
No_bb	Daly	40000000000.0	10000000000.0	10800	100.0	0.8072888968140426	0.046501358027625346	0.6646217891908055	0.7295381145835896	0.7869188008153319	0.8189669578707659	0.8377478614243318	0.8537595604268895	0.8883928162745529	100.0	0.011761864305193303	0.0019601941469082496	0.0058863478245261515	0.008895958521810547	0.010682577941268204	0.01190047985875169	0.013154007298637914	0.014208728029099138	0.01553376468508475	100.0	0.00018603975379989735	1.067892224731924e-05	0.00015661115082364027	0.00016916972412369963	0.00018111520408544475	0.00018867486164145383	0.00019323671666263812	0.00019786870116481005	0.00020177610253669927	100.0	0.007453467703281122	0.0031751520534645562	0.0007208079041486336	0.003936159961105351	0.005139322837095813	0.006982856329913828	0.00929167480488186	0.011160239274340254	0.017159947574636653	100.0	0.007639507457081019	0.0031749771338602127	0.0008900874357185748	0.004128094997149471	0.005327407978365685	0.007168068945211171	0.009473895225463467	0.011344395651621745	0.017316558725460292	100.0	0.8190507611192354	0.046762511940335955	0.6771901603030849	0.7403361099063469	0.7992478132796177	0.831772423341822	0.8496286451411313	0.8660194380045166	0.8968381071766129
No_bb	Daly	40000000000.0	10000000000.0	14400	100.0	0.837182665020662	0.04704726030059866	0.6929351297123071	0.7781466063807924	0.81692191050062	0.8438178240485508	0.8674581228591299	0.891316734376706	0.9137934052635833	100.0	0.008813526456936506	0.0015548769398888308	0.004865215250171833	0.0069885140407192235	0.007503704475200871	0.008917088494329626	0.009804678016131049	0.01055658513076349	0.012929368715509731	100.0	0.0001675695299530513	9.240445078364903e-06	0.00014081784268143435	0.00015626999488726475	0.00016288263379367901	0.00016889508231911942	0.00017317750861865186	0.00017835722133934987	0.00018351599299650293	100.0	0.005148538365587336	0.00268468203160701	0.0008308578915540614	0.002005922009837141	0.002897666679510378	0.0048470507851333545	0.00661801194245539	0.008927893913555552	0.012452789956594707	100.0	0.005316107895540391	0.002686008320260779	0.0010073134820430178	0.002167081615889699	0.003065283572723143	0.005019025348345637	0.006787680339251672	0.009100556034622424	0.012620276498045528	100.0	0.8459961914775986	0.04712993622355024	0.701838176248541	0.7859271822374456	0.8259298690098111	0.8535766034076913	0.8749354072577025	0.8999342363703513	0.9207353042425066
No_bb	Daly	40000000000.0	10000000000.0	18000	100.0	0.8609498805912891	0.05082915059367895	0.6986774941283344	0.7868771076980116	0.8533461648530072	0.8757100034617871	0.8923978594026176	0.9040918268349603	0.9221132044469093	100.0	0.00750758821263363	0.0013353226435879044	0.0038743330264079394	0.0059716218863361935	0.006694221488011032	0.007464336354577519	0.008242818228685	0.00911219222681676	0.011348972950195739	100.0	0.0001541322845263383	8.95193715745516e-06	0.00012748284661585646	0.00014255908001856263	0.00015111372712118984	0.00015633241595276726	0.00015997824531349634	0.0001633850233795095	0.0001680704202669046	100.0	0.004131829874714837	0.0021187350211616324	0.0006636687036663826	0.0016173793788741924	0.0024320296459598963	0.003944558588749476	0.005166932231347612	0.007505919904547904	0.010888081884202644	100.0	0.004285962159241177	0.0021189202010307414	0.0008234631613189911	0.0017733733581262463	0.0025836132943606715	0.0041040703614548535	0.005329088020881131	0.0076406091587265836	0.01104285061945631	100.0	0.8684574688039229	0.0508803898312872	0.7050717342553006	0.7935222689163142	0.8612051777814335	0.8834817915303693	0.9000823695548719	0.9114690677875151	0.9281041940721977
No_bb	Daly	40000000000.0	10000000000.0	21600	100.0	0.8709451578162475	0.04612451914034769	0.7171393129526067	0.7973317824010793	0.8662797806805006	0.883382231791914	0.8963023778799513	0.9107938000831	0.9221379054047334	100.0	0.006569425179376933	0.0012501126505648824	0.0038204244636572755	0.0052601157334307164	0.005776594404230126	0.006366251766013237	0.0070330117738222325	0.008144561509084379	0.010849153345373293	100.0	0.0001415321137223937	8.124396524961577e-06	0.00011019621980503306	0.00013187591259139714	0.00013889434982632142	0.00014316347738436007	0.00014681012972132457	0.00014900112814787448	0.0001560025185192858	100.0	0.003111134183129121	0.002066840883389041	0.0002526853402098012	0.0011181200835133002	0.001519159300463181	0.0027723705891411657	0.0040608487678744955	0.005998376216157074	0.010400725541955504	100.0	0.0032526662968515156	0.0020691877426633376	0.0003936334665054499	0.0012482224234838222	0.0016660917229010118	0.0029149217558938753	0.0042130362830444835	0.006146189188506205	0.010539475364025955	100.0	0.8775145829956247	0.04640080860378224	0.7217076394355835	0.8016827031396383	0.8748811780143169	0.8905357521850363	0.9026747072233908	0.9172003502109334	0.9288114665909959
No_bb	Daly	40000000000.0	10000000000.0	25200	100.0	0.8766176151976272	0.04154899202769683	0.7523921321991077	0.8056596672370977	0.8648957815074261	0.8880183772763051	0.9039084481814854	0.9189730333691235	0.9415680590992911	100.0	0.005726412202284156	0.001268785827021567	0.0021170957035904644	0.0041206765378686205	0.0049100684215690115	0.0057142132166829165	0.006502234582429181	0.007111218679190722	0.008963377916681012	100.0	0.00013186005962263208	7.277739214029164e-06	0.00010874673680998017	0.00012197148366361964	0.00012977032347900302	0.0001332006928771519	0.00013677515186561284	0.00013908306176775833	0.00014554096353389538	100.0	0.002737165438549584	0.00235341127997761	0.00037146857289408977	0.0006501900154882074	0.0009307944121703399	0.0019172826523992312	0.0038064839739917053	0.005809103858229441	0.012960125765416022	100.0	0.0028690254981722173	0.0023553342713068075	0.0005042382140625814	0.0007766701328106402	0.0010538104104285567	0.0020503513733930783	0.003938128520459787	0.005946880620598639	0.013100202860151804	100.0	0.882344027399911	0.04187353022907121	0.7579801836819596	0.8107255841871938	0.8706874633837554	0.8937771773048856	0.9102768112051448	0.9237998219232577	0.9451180921770329
No_bb	Daly	40000000000.0	10000000000.0	28800	100.0	0.8841928869272314	0.05266648268737765	0.6595288777146621	0.7968452543811975	0.869947079247647	0.9017354715728267	0.9187274333012293	0.9260180141536324	0.9476506865900286	100.0	0.0051786601584191605	0.001050352055297236	0.003044081963976529	0.003768978536582862	0.004324228412662557	0.005213685623650091	0.005982824978260327	0.006538089663993525	0.00785770595492634	100.0	0.00012446232098442574	8.06581383752715e-06	9.150842585398137e-05	0.00011417212521051736	0.0001203720702874364	0.00012659915934355923	0.00013011544710943713	0.00013218825910515323	0.00013600339510037128	100.0	0.002250560277224527	0.002003029476902241	0.00013611214027036938	0.00047868417904244	0.0008197497587036709	0.0014171156447611885	0.003324037306778107	0.005198880201477974	0.009006956223305294	100.0	0.002375022598208953	0.0020044708734112157	0.0002695236344414664	0.000597696606776858	0.0009484683381381808	0.0015504720258646115	0.0034501449971918886	0.005324168367980268	0.009131649909159384	100.0	0.8893715470856506	0.052962676226531495	0.6629815791753981	0.802777064334474	0.8758262472297195	0.9075253796575797	0.9240379899262663	0.9319801161953143	0.9525782814429978
No_bb	Daly	40000000000.0	10000000000.0	32400	100.0	0.8944001893142014	0.04543556071875972	0.7105013231938888	0.8243048080051497	0.8819364680962499	0.9074315865547058	0.9255129147388204	0.934431112269518	0.9421477791176205	100.0	0.0044078843955223605	0.0008709699960206365	0.0023624585000460692	0.003361864172158509	0.0038109121216738104	0.004478243451370717	0.004911646669104692	0.0054806927465159095	0.007637817060329344	100.0	0.00011796405806785335	6.871416371312079e-06	9.571727494445776e-05	0.00010758861458051181	0.00011463851785983881	0.00011995111516915253	0.0001223319436534026	0.00012445762993070194	0.00012901417132745498	100.0	0.0017515744132391977	0.0016690871584565414	0.0001672156730828964	0.00025514517840965806	0.0005596514913242407	0.0010498037396945265	0.0025223972822169764	0.00451843031225087	0.006965779151779489	100.0	0.001869538471307051	0.0016702944991200503	0.00027779236563704854	0.00036907431348837984	0.0006667801240472503	0.0011719119218707827	0.0026357570114594977	0.004641336649546698	0.007092643260253263	100.0	0.8988080737097245	0.045582259189904974	0.7147219199228426	0.8285156965529656	0.8857045752893931	0.912063687909594	0.9295012017397459	0.938347830618524	0.9458339164910112
No_bb	Daly	40000000000.0	10000000000.0	36000	100.0	0.8982184000284019	0.045802874525153234	0.7330843020005576	0.8318185066327712	0.881675863464478	0.912590430717655	0.9298410891219384	0.9404869945670316	0.9536606489003252	100.0	0.004225192609723962	0.0009312103215963582	0.001957426539704395	0.003176694399211282	0.003540964535558996	0.0041261355923282745	0.00489046380824383	0.005505475475760345	0.0069529376136491265	100.0	0.00011182697439531766	6.418612267318042e-06	8.937354669156109e-05	0.00010377729224454586	0.00010878728608602846	0.00011331869308753119	0.00011538074261382302	0.00011805712708244541	0.00012490098253602465	100.0	0.0016639654604556433	0.0016980141010683753	3.62047974490982e-05	0.00032432128786191234	0.0004481734524294704	0.0008393184885213565	0.0029918731139003474	0.004149992806877981	0.008603150011485766	100.0	0.0017757924348509608	0.0016987207520437874	0.00013247775894414577	0.0004388774334117532	0.0005648390182686207	0.0009603537579848931	0.0031100457721853878	0.004261562918455221	0.008717686491698698	100.0	0.9024435926381252	0.04613876018200448	0.7363250519389232	0.8362845852577795	0.8858267716535433	0.9180261780425143	0.9342849779493129	0.9446200416661181	0.9578165901003739
No_bb	Daly	40000000000.0	10000000000.0	39600	100.0	0.9024673838893917	0.047163197417805794	0.7242266548774284	0.8415774884313038	0.8897218137566875	0.9179276367856223	0.9315168249023308	0.9423390527462262	0.9605341244575555	100.0	0.0038205411647919034	0.0007417245870783878	0.002097092487758122	0.002819275894500209	0.003403469120694771	0.003815199500133001	0.004207047910668785	0.004554054964717245	0.006498884177958578	100.0	0.0001067351537468738	6.282333485884532e-06	8.675546888438095e-05	9.74259882009217e-05	0.0001039004910293689	0.00010739354546468162	0.00011149915086948075	0.00011385634990354566	0.00011679756854064754	100.0	0.0013993757536052275	0.0013479504662682244	8.738749952520948e-05	0.00020441626212170985	0.00041224330882764566	0.0008705803899685799	0.0019080015182879316	0.003375060560868988	0.00648895378028526	100.0	0.0015061109073521025	0.0013476472820723457	0.00018504671444334142	0.00030575685966727673	0.0005209327288415839	0.0009705094100691848	0.0020163621129801928	0.0034890070042524904	0.006586036862749892	100.0	0.9062879250541837	0.04703340411494153	0.728442055755863	0.8455131612292656	0.893374336827558	0.9220829259391217	0.93587428975345	0.9458001351122708	0.9635004125847324
No_bb	Daly	40000000000.0	10000000000.0	43200	100.0	0.9094937025514476	0.043691682738786666	0.7278873137677726	0.8438407706388802	0.9049250923182772	0.9222403547996558	0.9369895299207027	0.9465893665658275	0.9653722360709595	100.0	0.0035327964622288042	0.0008318308583615695	0.001440028471321983	0.00246593366992192	0.003006660827500622	0.0035597734356335245	0.004164552125569304	0.0045771815158891765	0.005169744273841215	100.0	0.00010383071348351153	5.516496267487308e-06	8.656635319087783e-05	9.760733077294322e-05	0.00010151550725051375	0.00010445352894934422	0.00010758877490999374	0.00010981254070710355	0.00011531479565690118	100.0	0.0013399873603139696	0.0019438237275586044	2.9137275687014957e-05	0.00015960855721013474	0.00029721108238588324	0.0006347983097820372	0.0013635549359689476	0.0035761552864863105	0.01264299164237213	100.0	0.0014438180737974813	0.0019432543043873963	0.00013436974246762085	0.00026150758963140264	0.0003930113240079063	0.0007402339869489814	0.0014603216453408032	0.0036821080164829777	0.012749111750767306	100.0	0.9130264990136765	0.043967324192869014	0.7306767418446847	0.8471512479458138	0.908667151191708	0.9256728939532487	0.9399356885109151	0.9505237379004982	0.9688313896401146
No_bb	Daly	40000000000.0	10000000000.0	46800	100.0	0.900996424090154	0.052440329333534555	0.7192912360316452	0.8357415848032828	0.8844852458777367	0.9211295639114226	0.9379332651252967	0.9441768499589698	0.9536656747559177	100.0	0.003210023143924814	0.000671084672761297	0.001739319768627297	0.002394642923256549	0.0027007621089910226	0.0031996968255415753	0.0036651364610371037	0.003998924851343195	0.005249879768447583	100.0	9.801856197574396e-05	5.988641743003806e-06	7.681616295228718e-05	9.029737676824833e-05	9.555534155626094e-05	9.911460452714896e-05	0.00010260149438712087	0.00010394914952905662	0.00010613691555719465	100.0	0.0012375959619237325	0.001405418761454127	5.8449923094827656e-05	0.0002149071103307201	0.0003288134012028517	0.0006214688571086279	0.0013911341095361842	0.0035377968730704703	0.007234513653648316	100.0	0.001335614523899477	0.0014055803952520687	0.00015763732458712941	0.00031082415849622284	0.0004233082064771158	0.0007229965697688551	0.0014886017224630854	0.003640738139610084	0.007331755988048413	100.0	0.9042064472340785	0.05260499444315204	0.7214705461677611	0.8387076997975228	0.8876647301543659	0.9239272349934566	0.9410767111954506	0.9476395292649417	0.9560358464548185
No_bb	Daly	40000000000.0	10000000000.0	50400	100.0	0.9119461334573354	0.0436631793585113	0.7701722729495621	0.8502598890054145	0.8965992974301128	0.9290909070793967	0.9404885623281776	0.9512135169538424	0.9645390931913367	100.0	0.003256466315665017	0.0007508169510583231	0.0015485339447892344	0.0023405234206825836	0.0027874051843413553	0.003220400575969071	0.0037949301440671677	0.004168257795800146	0.0052125184830006666	100.0	9.494991688756251e-05	5.435391076516229e-06	7.776029231847397e-05	8.827972779031524e-05	9.226426032172951e-05	9.631286260688293e-05	9.88469877409234e-05	0.00010121910520126824	0.0001030861779389115	100.0	0.0010537562824971469	0.0014042575388730795	1.0808989218313017e-07	0.00010967650344170297	0.00021836176958684537	0.0004491505916897922	0.0011599370062281523	0.00359304577779454	0.007286085302906726	100.0	0.0011487061993847088	0.0014047728395487561	8.902262326106094e-05	0.00020802253692055056	0.00030980073179061194	0.0005444052330581058	0.0012590844202870553	0.0036903503121769625	0.007387620284922327	100.0	0.9152025997730001	0.04380384611983349	0.773042758992209	0.8526049543209784	0.8990120143017254	0.932470496514226	0.9440233667287723	0.9542285361376153	0.9671717602770841
No_bb	Daly	40000000000.0	10000000000.0	54000	100.0	0.9215735239287478	0.039801382051557616	0.7885526470767266	0.8530288219536328	0.9133170654893248	0.9364640711045538	0.9482949744980516	0.9546470812894139	0.9608930533273783	100.0	0.002915989451809701	0.0006739368395450743	0.0016302086487350277	0.0020955531417641456	0.002446141522573237	0.0027496625793125545	0.00332294368274964	0.003760429443179921	0.005167693735744002	100.0	9.276856370803227e-05	4.581347387400391e-06	7.865653981546758e-05	8.688758093907192e-05	9.003216426928893e-05	9.313255829440219e-05	9.549413592048678e-05	9.798572068318647e-05	0.0001010508669651722	100.0	0.0009050506686889452	0.0019359484311013144	2.9045579452389626e-05	0.0001004408937124422	0.00016375666547943887	0.0003694653408571467	0.0007102605420476031	0.0022959264558918943	0.01737539137640039	100.0	0.0009978192323969774	0.0019359027890977207	0.00012039405804360885	0.00019480129248299584	0.00026213199488499484	0.0004630345013375116	0.000803382730246459	0.0023910133962545036	0.017466595520192373	100.0	0.924489513380558	0.039761181053489636	0.7912982039447412	0.855022954714415	0.9158971262141493	0.9392624731329342	0.9511191694936711	0.9574781448860735	0.9641080369082791
