bandwidth,runtype,ratio,MTBF
2.6875e+12,PropDaly,0.790017,5.99184e+08
3.8125e+12,FCFS1h,0.807164,5.99184e+08
2.6875e+12,FCFSDaly,0.816241,5.99184e+08
4.9375e+12,BlockingFCFS1h,0.794512,5.99184e+08
2.6875e+12,BlockingFCFSDaly,0.797776,5.99184e+08
2.6875e+12,Coop,0.812649,5.99184e+08
7.1875e+12,Prop1h,0.802417,5.99184e+08
3.8125e+12,PropDaly,0.800188,5.99184e+08
3.8125e+12,FCFS1h,0.79243,5.99184e+08
2.6875e+12,FCFSDaly,0.783019,5.99184e+08
8.3125e+12,BlockingFCFS1h,0.8051,5.99184e+08
3.8125e+12,BlockingFCFSDaly,0.809998,5.99184e+08
6.0625e+12,Prop1h,0.792285,5.99184e+08
3.8125e+12,PropDaly,0.798982,5.99184e+08
4.9375e+12,FCFS1h,0.787016,5.99184e+08
3.8125e+12,FCFSDaly,0.819187,5.99184e+08
6.0625e+12,BlockingFCFS1h,0.801845,5.99184e+08
3.8125e+12,BlockingFCFSDaly,0.817956,5.99184e+08
3.8125e+12,Coop,0.816797,5.99184e+08
6.0625e+12,Prop1h,0.803894,5.99184e+08
3.8125e+12,PropDaly,0.801593,5.99184e+08
4.9375e+12,FCFS1h,0.80069,5.99184e+08
3.8125e+12,FCFSDaly,0.816395,5.99184e+08
6.0625e+12,BlockingFCFS1h,0.796698,5.99184e+08
7.1875e+12,Prop1h,0.815244,5.99184e+08
3.8125e+12,PropDaly,0.803413,5.99184e+08
4.9375e+12,FCFS1h,0.800292,5.99184e+08
2.6875e+12,FCFSDaly,0.786122,5.99184e+08
6.0625e+12,BlockingFCFS1h,0.794553,5.99184e+08
6.0625e+12,Prop1h,0.810026,5.99184e+08
3.8125e+12,PropDaly,0.80755,5.99184e+08
3.8125e+12,FCFS1h,0.753858,5.99184e+08
2.6875e+12,FCFSDaly,0.789279,5.99184e+08
4.9375e+12,BlockingFCFS1h,0.800787,5.99184e+08
2.6875e+12,BlockingFCFSDaly,0.777716,5.99184e+08
2.6875e+12,Coop,0.790251,5.99184e+08
9.4375e+12,Prop1h,0.808193,5.99184e+08
6.0625e+12,PropDaly,0.778608,5.99184e+08
7.1875e+12,FCFS1h,0.791991,5.99184e+08
6.0625e+12,FCFSDaly,0.795951,5.99184e+08
9.4375e+12,BlockingFCFS1h,0.809159,5.99184e+08
6.0625e+12,BlockingFCFSDaly,0.784991,5.99184e+08
6.0625e+12,Prop1h,0.803401,5.99184e+08
3.8125e+12,PropDaly,0.806765,5.99184e+08
4.9375e+12,FCFS1h,0.810585,5.99184e+08
2.6875e+12,FCFSDaly,0.796229,5.99184e+08
6.0625e+12,BlockingFCFS1h,0.8106,5.99184e+08
3.8125e+12,BlockingFCFSDaly,0.81873,5.99184e+08
1.07031e+13,Prop1h,0.814794,5.99184e+08
6.0625e+12,PropDaly,0.780409,5.99184e+08
8.3125e+12,FCFS1h,0.800937,5.99184e+08
7.1875e+12,FCFSDaly,0.816507,5.99184e+08
8.3125e+12,BlockingFCFS1h,0.7899,5.99184e+08
6.0625e+12,Prop1h,0.784315,5.99184e+08
3.8125e+12,PropDaly,0.810943,5.99184e+08
4.9375e+12,FCFS1h,0.802833,5.99184e+08
2.6875e+12,FCFSDaly,0.789262,5.99184e+08
6.0625e+12,BlockingFCFS1h,0.798472,5.99184e+08
3.8125e+12,BlockingFCFSDaly,0.81672,5.99184e+08
2.6875e+12,Coop,0.786759,5.99184e+08
7.1875e+12,Prop1h,0.831381,5.99184e+08
3.8125e+12,PropDaly,0.808019,5.99184e+08
4.9375e+12,FCFS1h,0.800186,5.99184e+08
2.6875e+12,FCFSDaly,0.782234,5.99184e+08
7.1875e+12,BlockingFCFS1h,0.801509,5.99184e+08
3.8125e+12,BlockingFCFSDaly,0.799127,5.99184e+08
2.6875e+12,Coop,0.781193,5.99184e+08
8.3125e+12,Prop1h,0.813992,5.99184e+08
7.1875e+12,PropDaly,0.794158,5.99184e+08
6.0625e+12,FCFS1h,0.800777,5.99184e+08
4.9375e+12,FCFSDaly,0.814925,5.99184e+08
9.4375e+12,BlockingFCFS1h,0.792391,5.99184e+08
8.3125e+12,BlockingFCFSDaly,0.81044,5.99184e+08
4.9375e+12,Coop,0.815624,5.99184e+08
6.0625e+12,Prop1h,0.789885,5.99184e+08
2.6875e+12,PropDaly,0.77683,5.99184e+08
6.0625e+12,FCFS1h,0.816865,5.99184e+08
2.6875e+12,FCFSDaly,0.800474,5.99184e+08
6.0625e+12,BlockingFCFS1h,0.798299,5.99184e+08
2.6875e+12,BlockingFCFSDaly,0.788755,5.99184e+08
2.6875e+12,Coop,0.803209,5.99184e+08
6.0625e+12,Prop1h,0.813186,5.99184e+08
3.8125e+12,PropDaly,0.831326,5.99184e+08
3.8125e+12,FCFS1h,0.774129,5.99184e+08
2.6875e+12,FCFSDaly,0.79629,5.99184e+08
4.9375e+12,BlockingFCFS1h,0.784911,5.99184e+08
2.6875e+12,BlockingFCFSDaly,0.780581,5.99184e+08
3.8125e+12,Prop1h,0.77412,5.99184e+08
2.6875e+12,PropDaly,0.812725,5.99184e+08
2.6875e+12,FCFS1h,0.779214,5.99184e+08
1.5625e+12,FCFSDaly,0.783575,5.99184e+08
3.8125e+12,BlockingFCFS1h,0.817571,5.99184e+08
1.5625e+12,BlockingFCFSDaly,0.777363,5.99184e+08
6.0625e+12,Prop1h,0.795905,5.99184e+08
3.8125e+12,PropDaly,0.804812,5.99184e+08
4.9375e+12,FCFS1h,0.809225,5.99184e+08
3.8125e+12,FCFSDaly,0.828687,5.99184e+08
6.0625e+12,BlockingFCFS1h,0.806992,5.99184e+08
3.8125e+12,BlockingFCFSDaly,0.815719,5.99184e+08
2.6875e+12,Coop,0.795806,5.99184e+08
8.3125e+12,Prop1h,0.795773,5.99184e+08
6.0625e+12,PropDaly,0.799213,5.99184e+08
7.1875e+12,FCFS1h,0.805607,5.99184e+08
4.9375e+12,Prop1h,0.799353,5.99184e+08
2.6875e+12,PropDaly,0.800498,5.99184e+08
3.8125e+12,FCFS1h,0.799906,5.99184e+08
2.6875e+12,FCFSDaly,0.819015,5.99184e+08
7.1875e+12,Prop1h,0.795967,5.99184e+08
4.9375e+12,PropDaly,0.799103,5.99184e+08
4.9375e+12,FCFS1h,0.78237,5.99184e+08
3.8125e+12,FCFSDaly,0.804097,5.99184e+08
7.1875e+12,BlockingFCFS1h,0.792443,5.99184e+08
4.9375e+12,Prop1h,0.788647,5.99184e+08
2.6875e+12,PropDaly,0.776761,5.99184e+08
3.8125e+12,FCFS1h,0.799954,5.99184e+08
2.6875e+12,FCFSDaly,0.817705,5.99184e+08
3.8125e+12,BlockingFCFS1h,0.758893,5.99184e+08
7.1875e+12,Prop1h,0.799897,5.99184e+08
3.8125e+12,PropDaly,0.797399,5.99184e+08
4.9375e+12,FCFS1h,0.810061,5.99184e+08
3.8125e+12,FCFSDaly,0.824307,5.99184e+08
6.0625e+12,Prop1h,0.797977,5.99184e+08
3.8125e+12,PropDaly,0.805106,5.99184e+08
4.9375e+12,FCFS1h,0.803539,5.99184e+08
2.6875e+12,FCFSDaly,0.775188,5.99184e+08
6.0625e+12,BlockingFCFS1h,0.808476,5.99184e+08
7.1875e+12,Prop1h,0.810009,5.99184e+08
3.8125e+12,PropDaly,0.789856,5.99184e+08
4.9375e+12,FCFS1h,0.794465,5.99184e+08
2.6875e+12,FCFSDaly,0.786455,5.99184e+08
6.0625e+12,BlockingFCFS1h,0.793986,5.99184e+08
6.0625e+12,Prop1h,0.785216,5.99184e+08
3.8125e+12,PropDaly,0.789396,5.99184e+08
4.9375e+12,FCFS1h,0.802558,5.99184e+08
3.8125e+12,FCFSDaly,0.814704,5.99184e+08
4.9375e+12,BlockingFCFS1h,0.798733,5.99184e+08
4.9375e+12,Prop1h,0.785611,5.99184e+08
2.6875e+12,PropDaly,0.83548,5.99184e+08
3.8125e+12,FCFS1h,0.834846,5.99184e+08
6.0625e+12,Prop1h,0.778406,5.99184e+08
4.9375e+12,PropDaly,0.806215,5.99184e+08
4.9375e+12,FCFS1h,0.811433,5.99184e+08
6.0625e+12,Prop1h,0.767194,5.99184e+08
3.8125e+12,PropDaly,0.767933,5.99184e+08
6.0625e+12,FCFS1h,0.809373,5.99184e+08
2.6875e+12,FCFSDaly,0.756923,5.99184e+08
6.0625e+12,Prop1h,0.804055,5.99184e+08
2.6875e+12,PropDaly,0.775379,5.99184e+08
3.8125e+12,FCFS1h,0.785896,5.99184e+08
2.6875e+12,FCFSDaly,0.80527,5.99184e+08
6.0625e+12,BlockingFCFS1h,0.808405,5.99184e+08
2.6875e+12,BlockingFCFSDaly,0.792906,5.99184e+08
4.9375e+12,Prop1h,0.821367,5.99184e+08
1.5625e+12,PropDaly,0.767509,5.99184e+08
2.6875e+12,FCFS1h,0.791427,5.99184e+08
1.5625e+12,FCFSDaly,0.795307,5.99184e+08
4.9375e+12,BlockingFCFS1h,0.827948,5.99184e+08
6.0625e+12,Prop1h,0.808778,5.99184e+08
3.8125e+12,PropDaly,0.820245,5.99184e+08
3.8125e+12,FCFS1h,0.806051,5.99184e+08
2.6875e+12,FCFSDaly,0.804983,5.99184e+08
4.9375e+12,BlockingFCFS1h,0.798118,5.99184e+08
6.0625e+12,Prop1h,0.813389,5.99184e+08
3.8125e+12,PropDaly,0.82107,5.99184e+08
4.9375e+12,FCFS1h,0.808186,5.99184e+08
2.6875e+12,FCFSDaly,0.793511,5.99184e+08
6.0625e+12,BlockingFCFS1h,0.806596,5.99184e+08
3.8125e+12,BlockingFCFSDaly,0.818333,5.99184e+08
2.6875e+12,Coop,0.82168,5.99184e+08
7.1875e+12,Prop1h,0.808084,5.99184e+08
3.8125e+12,PropDaly,0.789428,5.99184e+08
4.9375e+12,FCFS1h,0.785755,5.99184e+08
3.8125e+12,FCFSDaly,0.807986,5.99184e+08
7.1875e+12,BlockingFCFS1h,0.810732,5.99184e+08
3.8125e+12,BlockingFCFSDaly,0.789032,5.99184e+08
3.8125e+12,Coop,0.806605,5.99184e+08
8.3125e+12,Prop1h,0.813667,5.99184e+08
4.9375e+12,PropDaly,0.808299,5.99184e+08
7.1875e+12,FCFS1h,0.810219,5.99184e+08
4.9375e+12,FCFSDaly,0.816038,5.99184e+08
7.1875e+12,BlockingFCFS1h,0.791324,5.99184e+08
4.9375e+12,BlockingFCFSDaly,0.813628,5.99184e+08
6.0625e+12,Prop1h,0.788838,5.99184e+08
4.9375e+12,PropDaly,0.806135,5.99184e+08
4.9375e+12,FCFS1h,0.795749,5.99184e+08
3.8125e+12,FCFSDaly,0.802404,5.99184e+08
6.0625e+12,BlockingFCFS1h,0.800694,5.99184e+08
3.8125e+12,BlockingFCFSDaly,0.792772,5.99184e+08
8.3125e+12,Prop1h,0.781125,5.99184e+08
6.0625e+12,PropDaly,0.803757,5.99184e+08
7.1875e+12,FCFS1h,0.789973,5.99184e+08
6.0625e+12,FCFSDaly,0.817018,5.99184e+08
8.3125e+12,BlockingFCFS1h,0.792118,5.99184e+08
6.0625e+12,BlockingFCFSDaly,0.809915,5.99184e+08
6.0625e+12,Coop,0.823092,5.99184e+08
6.0625e+12,Prop1h,0.793297,5.99184e+08
3.8125e+12,PropDaly,0.800705,5.99184e+08
4.9375e+12,FCFS1h,0.808493,5.99184e+08
2.6875e+12,FCFSDaly,0.789048,5.99184e+08
6.0625e+12,BlockingFCFS1h,0.803801,5.99184e+08
3.8125e+12,BlockingFCFSDaly,0.811645,5.99184e+08
2.6875e+12,Coop,0.790953,5.99184e+08
6.0625e+12,Prop1h,0.782415,5.99184e+08
3.8125e+12,PropDaly,0.769456,5.99184e+08
4.9375e+12,FCFS1h,0.801666,5.99184e+08
3.8125e+12,FCFSDaly,0.77639,5.99184e+08
7.1875e+12,BlockingFCFS1h,0.807231,5.99184e+08
3.8125e+12,BlockingFCFSDaly,0.78331,5.99184e+08
3.8125e+12,Coop,0.78543,5.99184e+08
4.9375e+12,Prop1h,0.781377,5.99184e+08
3.8125e+12,PropDaly,0.810342,5.99184e+08
3.8125e+12,FCFS1h,0.801548,5.99184e+08
2.6875e+12,FCFSDaly,0.80172,5.99184e+08
4.9375e+12,BlockingFCFS1h,0.787484,5.99184e+08
2.6875e+12,BlockingFCFSDaly,0.786124,5.99184e+08
4.9375e+12,Prop1h,0.782219,5.99184e+08
3.8125e+12,PropDaly,0.820615,5.99184e+08
3.8125e+12,FCFS1h,0.789248,5.99184e+08
2.6875e+12,FCFSDaly,0.80236,5.99184e+08
4.9375e+12,BlockingFCFS1h,0.803147,5.99184e+08
2.6875e+12,BlockingFCFSDaly,0.788571,5.99184e+08
7.1875e+12,Prop1h,0.802715,5.99184e+08
3.8125e+12,PropDaly,0.782036,5.99184e+08
4.9375e+12,FCFS1h,0.793408,5.99184e+08
2.6875e+12,FCFSDaly,0.772676,5.99184e+08
7.1875e+12,BlockingFCFS1h,0.797699,5.99184e+08
4.9375e+12,Prop1h,0.801195,5.99184e+08
2.6875e+12,PropDaly,0.790956,5.99184e+08
3.8125e+12,FCFS1h,0.80363,5.99184e+08
2.6875e+12,FCFSDaly,0.827358,5.99184e+08
3.8125e+12,BlockingFCFS1h,0.803198,5.99184e+08
7.1875e+12,Prop1h,0.809137,5.99184e+08
3.8125e+12,PropDaly,0.770672,5.99184e+08
6.0625e+12,FCFS1h,0.810063,5.99184e+08
3.8125e+12,FCFSDaly,0.800231,5.99184e+08
6.0625e+12,BlockingFCFS1h,0.792482,5.99184e+08
4.9375e+12,BlockingFCFSDaly,0.801751,5.99184e+08
3.8125e+12,Coop,0.806993,5.99184e+08
4.9375e+12,Prop1h,0.812061,5.99184e+08
2.6875e+12,PropDaly,0.813128,5.99184e+08
2.6875e+12,FCFS1h,0.7787,5.99184e+08
2.6875e+12,FCFSDaly,0.823688,5.99184e+08
4.9375e+12,BlockingFCFS1h,0.795455,5.99184e+08
7.1875e+12,Prop1h,0.794713,5.99184e+08
4.9375e+12,PropDaly,0.799851,5.99184e+08
7.1875e+12,FCFS1h,0.80212,5.99184e+08
4.9375e+12,FCFSDaly,0.812724,5.99184e+08
7.1875e+12,BlockingFCFS1h,0.80063,5.99184e+08
4.9375e+12,BlockingFCFSDaly,0.808477,5.99184e+08
4.9375e+12,Coop,0.810757,5.99184e+08
7.1875e+12,Prop1h,0.815426,5.99184e+08
3.8125e+12,PropDaly,0.792421,5.99184e+08
4.9375e+12,FCFS1h,0.819508,5.99184e+08
3.8125e+12,FCFSDaly,0.800612,5.99184e+08
6.0625e+12,BlockingFCFS1h,0.787663,5.99184e+08
3.8125e+12,BlockingFCFSDaly,0.796343,5.99184e+08
7.1875e+12,Prop1h,0.802085,5.99184e+08
3.8125e+12,PropDaly,0.779054,5.99184e+08
6.0625e+12,FCFS1h,0.782187,5.99184e+08
3.8125e+12,FCFSDaly,0.801296,5.99184e+08
7.1875e+12,BlockingFCFS1h,0.797013,5.99184e+08
3.8125e+12,BlockingFCFSDaly,0.792389,5.99184e+08
4.9375e+12,Coop,0.784633,5.99184e+08
7.1875e+12,Prop1h,0.805506,5.99184e+08
4.9375e+12,PropDaly,0.805328,5.99184e+08
6.0625e+12,FCFS1h,0.803809,5.99184e+08
2.6875e+12,FCFSDaly,0.758712,5.99184e+08
4.9375e+12,BlockingFCFS1h,0.780611,5.99184e+08
3.8125e+12,BlockingFCFSDaly,0.814377,5.99184e+08
3.8125e+12,Coop,0.797895,5.99184e+08
6.0625e+12,Prop1h,0.821478,5.99184e+08
2.6875e+12,PropDaly,0.786738,5.99184e+08
3.8125e+12,FCFS1h,0.784008,5.99184e+08
2.6875e+12,FCFSDaly,0.816461,5.99184e+08
4.9375e+12,BlockingFCFS1h,0.797791,5.99184e+08
2.6875e+12,BlockingFCFSDaly,0.803855,5.99184e+08
6.0625e+12,Prop1h,0.800066,5.99184e+08
2.6875e+12,PropDaly,0.780965,5.99184e+08
3.8125e+12,FCFS1h,0.786916,5.99184e+08
2.6875e+12,FCFSDaly,0.79576,5.99184e+08
6.0625e+12,BlockingFCFS1h,0.809073,5.99184e+08
2.6875e+12,BlockingFCFSDaly,0.787134,5.99184e+08
2.6875e+12,Coop,0.80172,5.99184e+08
6.0625e+12,Prop1h,0.751783,5.99184e+08
3.8125e+12,PropDaly,0.794603,5.99184e+08
7.1875e+12,Prop1h,0.801618,5.99184e+08
4.9375e+12,PropDaly,0.803208,5.99184e+08
4.9375e+12,FCFS1h,0.787837,5.99184e+08
7.1875e+12,Prop1h,0.811516,5.99184e+08
4.9375e+12,PropDaly,0.813746,5.99184e+08
4.9375e+12,FCFS1h,0.793162,5.99184e+08
4.9375e+12,Prop1h,0.816325,5.99184e+08
2.6875e+12,PropDaly,0.823523,5.99184e+08
2.6875e+12,FCFS1h,0.78639,5.99184e+08
1.5625e+12,FCFSDaly,0.785524,5.99184e+08
8.3125e+12,Prop1h,0.811186,5.99184e+08
4.9375e+12,PropDaly,0.797042,5.99184e+08
6.0625e+12,FCFS1h,0.812313,5.99184e+08
3.8125e+12,FCFSDaly,0.790056,5.99184e+08
7.1875e+12,BlockingFCFS1h,0.785603,5.99184e+08
6.0625e+12,Prop1h,0.793795,5.99184e+08
2.6875e+12,PropDaly,0.770405,5.99184e+08
4.9375e+12,FCFS1h,0.814875,5.99184e+08
2.6875e+12,FCFSDaly,0.793642,5.99184e+08
6.0625e+12,BlockingFCFS1h,0.791439,5.99184e+08
7.1875e+12,Prop1h,0.806852,5.99184e+08
3.8125e+12,PropDaly,0.794838,5.99184e+08
4.9375e+12,FCFS1h,0.799754,5.99184e+08
3.8125e+12,FCFSDaly,0.806736,5.99184e+08
8.3125e+12,Prop1h,0.842226,5.99184e+08
3.8125e+12,PropDaly,0.773817,5.99184e+08
4.9375e+12,FCFS1h,0.795383,5.99184e+08
3.8125e+12,FCFSDaly,0.822302,5.99184e+08
7.1875e+12,BlockingFCFS1h,0.79955,5.99184e+08
6.0625e+12,Prop1h,0.812992,5.99184e+08
2.6875e+12,PropDaly,0.786667,5.99184e+08
3.8125e+12,FCFS1h,0.792954,5.99184e+08
2.6875e+12,FCFSDaly,0.804719,5.99184e+08
6.0625e+12,Prop1h,0.817431,5.99184e+08
3.8125e+12,PropDaly,0.769382,5.99184e+08
4.9375e+12,FCFS1h,0.805847,5.99184e+08
2.6875e+12,FCFSDaly,0.793252,5.99184e+08
1.07031e+13,Prop1h,0.805503,5.99184e+08
7.1875e+12,PropDaly,0.780901,5.99184e+08
7.1875e+12,Prop1h,0.809172,5.99184e+08
3.8125e+12,PropDaly,0.780793,5.99184e+08
8.3125e+12,Prop1h,0.803702,5.99184e+08
4.9375e+12,PropDaly,0.794724,5.99184e+08
4.9375e+12,FCFS1h,0.794791,5.99184e+08
4.9375e+12,FCFSDaly,0.845889,5.99184e+08
7.1875e+12,Prop1h,0.811448,5.99184e+08
3.8125e+12,PropDaly,0.803787,5.99184e+08
4.9375e+12,FCFS1h,0.794438,5.99184e+08
1.5625e+12,FCFSDaly,0.779333,5.99184e+08
6.0625e+12,Prop1h,0.808433,5.99184e+08
3.8125e+12,PropDaly,0.813003,5.99184e+08
3.8125e+12,FCFS1h,0.792416,5.99184e+08
2.6875e+12,FCFSDaly,0.797219,5.99184e+08
6.0625e+12,BlockingFCFS1h,0.791936,5.99184e+08
8.3125e+12,Prop1h,0.811986,5.99184e+08
4.9375e+12,PropDaly,0.801381,5.99184e+08
6.0625e+12,FCFS1h,0.802742,5.99184e+08
3.8125e+12,FCFSDaly,0.79173,5.99184e+08
7.1875e+12,Prop1h,0.783431,5.99184e+08
4.9375e+12,PropDaly,0.80248,5.99184e+08
6.0625e+12,FCFS1h,0.793099,5.99184e+08
3.8125e+12,FCFSDaly,0.790592,5.99184e+08
7.1875e+12,Prop1h,0.806338,5.99184e+08
6.0625e+12,PropDaly,0.830813,5.99184e+08
6.0625e+12,FCFS1h,0.819144,5.99184e+08
6.0625e+12,FCFSDaly,0.845672,5.99184e+08
7.1875e+12,BlockingFCFS1h,0.792281,5.99184e+08
8.3125e+12,Prop1h,0.810846,5.99184e+08
4.9375e+12,PropDaly,0.811413,5.99184e+08
6.0625e+12,FCFS1h,0.806693,5.99184e+08
4.9375e+12,FCFSDaly,0.810375,5.99184e+08
8.3125e+12,BlockingFCFS1h,0.797731,5.99184e+08
8.3125e+12,Prop1h,0.815489,5.99184e+08
4.9375e+12,PropDaly,0.795544,5.99184e+08
6.0625e+12,FCFS1h,0.805217,5.99184e+08
6.0625e+12,FCFSDaly,0.836703,5.99184e+08
8.3125e+12,BlockingFCFS1h,0.787775,5.99184e+08
6.0625e+12,Prop1h,0.799348,5.99184e+08
3.8125e+12,PropDaly,0.815374,5.99184e+08
4.9375e+12,FCFS1h,0.813503,5.99184e+08
2.6875e+12,FCFSDaly,0.803427,5.99184e+08
7.1875e+12,Prop1h,0.814569,5.99184e+08
4.9375e+12,PropDaly,0.821839,5.99184e+08
4.9375e+12,FCFS1h,0.80184,5.99184e+08
2.6875e+12,FCFSDaly,0.786576,5.99184e+08
7.1875e+12,BlockingFCFS1h,0.803817,5.99184e+08
8.3125e+12,Prop1h,0.79422,5.99184e+08
4.9375e+12,PropDaly,0.792276,5.99184e+08
6.0625e+12,FCFS1h,0.800625,5.99184e+08
4.9375e+12,FCFSDaly,0.812712,5.99184e+08
7.1875e+12,BlockingFCFS1h,0.799856,5.99184e+08
4.9375e+12,BlockingFCFSDaly,0.816178,5.99184e+08
4.9375e+12,Coop,0.821848,5.99184e+08
7.1875e+12,Prop1h,0.801265,5.99184e+08
4.9375e+12,PropDaly,0.810351,5.99184e+08
4.9375e+12,FCFS1h,0.791926,5.99184e+08
3.8125e+12,FCFSDaly,0.799375,5.99184e+08
6.0625e+12,BlockingFCFS1h,0.795964,5.99184e+08
3.8125e+12,BlockingFCFSDaly,0.791678,5.99184e+08
6.0625e+12,Prop1h,0.81631,5.99184e+08
3.8125e+12,PropDaly,0.817259,5.99184e+08
4.9375e+12,FCFS1h,0.815313,5.99184e+08
2.6875e+12,FCFSDaly,0.790029,5.99184e+08
4.9375e+12,BlockingFCFS1h,0.789076,5.99184e+08
3.8125e+12,BlockingFCFSDaly,0.826436,5.99184e+08
2.6875e+12,Coop,0.79268,5.99184e+08
7.1875e+12,Prop1h,0.783057,5.99184e+08
4.9375e+12,PropDaly,0.82648,5.99184e+08
6.0625e+12,FCFS1h,0.826069,5.99184e+08
3.8125e+12,FCFSDaly,0.788815,5.99184e+08
8.3125e+12,BlockingFCFS1h,0.807242,5.99184e+08
4.9375e+12,BlockingFCFSDaly,0.814699,5.99184e+08
7.1875e+12,Prop1h,0.789862,5.99184e+08
4.9375e+12,PropDaly,0.816443,5.99184e+08
6.0625e+12,FCFS1h,0.803908,5.99184e+08
3.8125e+12,FCFSDaly,0.77084,5.99184e+08
7.1875e+12,BlockingFCFS1h,0.785946,5.99184e+08
4.9375e+12,BlockingFCFSDaly,0.830673,5.99184e+08
4.9375e+12,Prop1h,0.780423,5.99184e+08
2.6875e+12,PropDaly,0.780758,5.99184e+08
3.8125e+12,FCFS1h,0.786151,5.99184e+08
2.6875e+12,FCFSDaly,0.804715,5.99184e+08
4.9375e+12,BlockingFCFS1h,0.805068,5.99184e+08
2.6875e+12,BlockingFCFSDaly,0.799884,5.99184e+08
2.6875e+12,Coop,0.803462,5.99184e+08
6.0625e+12,Prop1h,0.793185,5.99184e+08
3.8125e+12,PropDaly,0.802493,5.99184e+08
4.9375e+12,FCFS1h,0.812019,5.99184e+08
2.6875e+12,FCFSDaly,0.78245,5.99184e+08
6.0625e+12,BlockingFCFS1h,0.805269,5.99184e+08
3.8125e+12,BlockingFCFSDaly,0.820617,5.99184e+08
8.3125e+12,Prop1h,0.795957,5.99184e+08
4.9375e+12,PropDaly,0.793177,5.99184e+08
7.1875e+12,FCFS1h,0.803765,5.99184e+08
4.9375e+12,FCFSDaly,0.793861,5.99184e+08
8.3125e+12,BlockingFCFS1h,0.804392,5.99184e+08
4.9375e+12,BlockingFCFSDaly,0.785302,5.99184e+08
4.9375e+12,Prop1h,0.790708,5.99184e+08
2.6875e+12,PropDaly,0.786716,5.99184e+08
3.8125e+12,FCFS1h,0.804508,5.99184e+08
2.6875e+12,FCFSDaly,0.799365,5.99184e+08
4.9375e+12,BlockingFCFS1h,0.804509,5.99184e+08
2.6875e+12,BlockingFCFSDaly,0.794865,5.99184e+08
2.6875e+12,Coop,0.801109,5.99184e+08
7.1875e+12,Prop1h,0.782735,5.99184e+08
6.0625e+12,PropDaly,0.810691,5.99184e+08
7.1875e+12,FCFS1h,0.794289,5.99184e+08
4.9375e+12,FCFSDaly,0.807695,5.99184e+08
7.1875e+12,BlockingFCFS1h,0.798081,5.99184e+08
7.1875e+12,Prop1h,0.798728,5.99184e+08
4.9375e+12,PropDaly,0.814304,5.99184e+08
6.0625e+12,FCFS1h,0.825199,5.99184e+08
4.9375e+12,FCFSDaly,0.826469,5.99184e+08
7.1875e+12,BlockingFCFS1h,0.801409,5.99184e+08
4.9375e+12,BlockingFCFSDaly,0.806306,5.99184e+08
6.0625e+12,Prop1h,0.78677,5.99184e+08
3.8125e+12,PropDaly,0.802432,5.99184e+08
4.9375e+12,FCFS1h,0.804338,5.99184e+08
2.6875e+12,FCFSDaly,0.77706,5.99184e+08
6.0625e+12,BlockingFCFS1h,0.790929,5.99184e+08
3.8125e+12,BlockingFCFSDaly,0.808734,5.99184e+08
6.0625e+12,Prop1h,0.791597,5.99184e+08
3.8125e+12,PropDaly,0.805928,5.99184e+08
4.9375e+12,FCFS1h,0.80951,5.99184e+08
4.9375e+12,FCFSDaly,0.833051,5.99184e+08
6.0625e+12,BlockingFCFS1h,0.797217,5.99184e+08
4.9375e+12,BlockingFCFSDaly,0.79924,5.99184e+08
4.9375e+12,Coop,0.832527,5.99184e+08
8.3125e+12,Prop1h,0.804345,5.99184e+08
4.9375e+12,PropDaly,0.799872,5.99184e+08
6.0625e+12,FCFS1h,0.800203,5.99184e+08
3.8125e+12,FCFSDaly,0.786303,5.99184e+08
8.3125e+12,BlockingFCFS1h,0.804431,5.99184e+08
4.9375e+12,BlockingFCFSDaly,0.804267,5.99184e+08
3.8125e+12,Coop,0.781967,5.99184e+08
6.0625e+12,Prop1h,0.803419,5.99184e+08
2.6875e+12,PropDaly,0.789664,5.99184e+08
3.8125e+12,FCFS1h,0.777047,5.99184e+08
2.6875e+12,FCFSDaly,0.807007,5.99184e+08
6.0625e+12,BlockingFCFS1h,0.804502,5.99184e+08
2.6875e+12,BlockingFCFSDaly,0.774991,5.99184e+08
1.07031e+13,Prop1h,0.808517,5.99184e+08
7.1875e+12,PropDaly,0.819428,5.99184e+08
8.3125e+12,FCFS1h,0.826969,5.99184e+08
6.0625e+12,FCFSDaly,0.813346,5.99184e+08
9.4375e+12,BlockingFCFS1h,0.809402,5.99184e+08
6.0625e+12,Prop1h,0.778465,5.99184e+08
3.8125e+12,PropDaly,0.788669,5.99184e+08
4.9375e+12,FCFS1h,0.813378,5.99184e+08
3.8125e+12,FCFSDaly,0.814616,5.99184e+08
7.1875e+12,BlockingFCFS1h,0.797989,5.99184e+08
3.8125e+12,BlockingFCFSDaly,0.795822,5.99184e+08
2.6875e+12,Coop,0.774927,5.99184e+08
4.9375e+12,Prop1h,0.79135,5.99184e+08
2.6875e+12,PropDaly,0.815298,5.99184e+08
2.6875e+12,FCFS1h,0.778304,5.99184e+08
2.6875e+12,FCFSDaly,0.830271,5.99184e+08
3.8125e+12,BlockingFCFS1h,0.811867,5.99184e+08
2.6875e+12,BlockingFCFSDaly,0.822521,5.99184e+08
7.1875e+12,Prop1h,0.814577,5.99184e+08
3.8125e+12,PropDaly,0.815609,5.99184e+08
4.9375e+12,FCFS1h,0.791813,5.99184e+08
