bandwidth,runtype,ratio,MTBF
6.0625e+12,BlockingFCFS1h,0.812187,5.04576e+08
3.8125e+12,BlockingFCFSDaly,0.79966,5.04576e+08
3.8125e+12,Coop,0.770911,5.04576e+08
7.1875e+12,Prop1h,0.802212,5.04576e+08
4.9375e+12,PropDaly,0.805571,5.04576e+08
4.9375e+12,FCFS1h,0.798552,5.04576e+08
3.8125e+12,FCFSDaly,0.794907,5.04576e+08
7.1875e+12,BlockingFCFS1h,0.807276,5.04576e+08
3.8125e+12,BlockingFCFSDaly,0.789018,5.04576e+08
3.8125e+12,Coop,0.796987,5.04576e+08
8.3125e+12,Prop1h,0.796134,5.04576e+08
7.1875e+12,PropDaly,0.815899,5.04576e+08
7.1875e+12,FCFS1h,0.803079,5.04576e+08
6.0625e+12,FCFSDaly,0.807945,5.04576e+08
8.3125e+12,BlockingFCFS1h,0.796088,5.04576e+08
6.0625e+12,BlockingFCFSDaly,0.795377,5.04576e+08
6.0625e+12,Coop,0.810914,5.04576e+08
8.3125e+12,Prop1h,0.808449,5.04576e+08
6.0625e+12,PropDaly,0.775568,5.04576e+08
7.1875e+12,FCFS1h,0.807929,5.04576e+08
6.0625e+12,FCFSDaly,0.817661,5.04576e+08
7.1875e+12,Prop1h,0.806543,5.04576e+08
4.9375e+12,PropDaly,0.813454,5.04576e+08
4.9375e+12,FCFS1h,0.790401,5.04576e+08
6.0625e+12,Prop1h,0.808046,5.04576e+08
3.8125e+12,PropDaly,0.811454,5.04576e+08
3.8125e+12,FCFS1h,0.790919,5.04576e+08
9.4375e+12,Prop1h,0.797516,5.04576e+08
8.3125e+12,PropDaly,0.806264,5.04576e+08
8.3125e+12,FCFS1h,0.808041,5.04576e+08
6.0625e+12,FCFSDaly,0.796502,5.04576e+08
8.3125e+12,Prop1h,0.776526,5.04576e+08
8.3125e+12,PropDaly,0.792326,5.04576e+08
6.0625e+12,FCFS1h,0.792175,5.04576e+08
7.1875e+12,FCFSDaly,0.822528,5.04576e+08
7.1875e+12,Prop1h,0.810267,5.04576e+08
6.0625e+12,PropDaly,0.806217,5.04576e+08
6.0625e+12,FCFS1h,0.805279,5.04576e+08
4.9375e+12,FCFSDaly,0.799606,5.04576e+08
1.21094e+13,Prop1h,0.796971,5.04576e+08
1.07031e+13,PropDaly,0.807677,5.04576e+08
7.1875e+12,Prop1h,0.793413,5.04576e+08
4.9375e+12,PropDaly,0.81634,5.04576e+08
4.9375e+12,FCFS1h,0.805163,5.04576e+08
3.8125e+12,FCFSDaly,0.802795,5.04576e+08
7.1875e+12,BlockingFCFS1h,0.805142,5.04576e+08
6.0625e+12,Prop1h,0.799564,5.04576e+08
3.8125e+12,PropDaly,0.785453,5.04576e+08
4.9375e+12,FCFS1h,0.812851,5.04576e+08
3.8125e+12,FCFSDaly,0.799138,5.04576e+08
7.1875e+12,Prop1h,0.80562,5.04576e+08
4.9375e+12,PropDaly,0.807387,5.04576e+08
6.0625e+12,FCFS1h,0.81386,5.04576e+08
3.8125e+12,FCFSDaly,0.804989,5.04576e+08
6.0625e+12,BlockingFCFS1h,0.791848,5.04576e+08
9.4375e+12,Prop1h,0.804811,5.04576e+08
7.1875e+12,PropDaly,0.793127,5.04576e+08
7.1875e+12,FCFS1h,0.792844,5.04576e+08
6.0625e+12,FCFSDaly,0.791855,5.04576e+08
7.1875e+12,Prop1h,0.803402,5.04576e+08
6.0625e+12,Prop1h,0.799997,5.04576e+08
7.1875e+12,Prop1h,0.788362,5.04576e+08
7.1875e+12,Prop1h,0.789377,5.04576e+08
7.1875e+12,Prop1h,0.7946,5.04576e+08
6.0625e+12,Prop1h,0.801987,5.04576e+08
6.0625e+12,Prop1h,0.790116,5.04576e+08
8.3125e+12,Prop1h,0.809839,5.04576e+08
8.3125e+12,Prop1h,0.799254,5.04576e+08
7.1875e+12,Prop1h,0.805177,5.04576e+08
7.1875e+12,Prop1h,0.793781,5.04576e+08
8.3125e+12,Prop1h,0.800535,5.04576e+08
6.0625e+12,Prop1h,0.796471,5.04576e+08
7.1875e+12,Prop1h,0.799817,5.04576e+08
4.9375e+12,Prop1h,0.77256,5.04576e+08
6.0625e+12,Prop1h,0.797082,5.04576e+08
9.4375e+12,Prop1h,0.806628,5.04576e+08
8.3125e+12,Prop1h,0.809207,5.04576e+08
9.4375e+12,Prop1h,0.803663,5.04576e+08
7.1875e+12,Prop1h,0.803453,5.04576e+08
3.8125e+12,Prop1h,0.780662,5.04576e+08
8.3125e+12,Prop1h,0.8132,5.04576e+08
7.1875e+12,Prop1h,0.802219,5.04576e+08
7.1875e+12,Prop1h,0.799146,5.04576e+08
7.1875e+12,Prop1h,0.809532,5.04576e+08
6.0625e+12,Prop1h,0.788233,5.04576e+08
7.1875e+12,Prop1h,0.79977,5.04576e+08
4.9375e+12,Prop1h,0.789529,5.04576e+08
6.0625e+12,Prop1h,0.808957,5.04576e+08
7.1875e+12,Prop1h,0.780936,5.04576e+08
8.3125e+12,Prop1h,0.796873,5.04576e+08
6.0625e+12,Prop1h,0.794232,5.04576e+08
4.9375e+12,Prop1h,0.77836,5.04576e+08
6.0625e+12,Prop1h,0.809356,5.04576e+08
7.1875e+12,Prop1h,0.803483,5.04576e+08
4.9375e+12,PropDaly,0.787587,5.04576e+08
6.0625e+12,Prop1h,0.814184,5.04576e+08
7.1875e+12,Prop1h,0.786379,5.04576e+08
6.0625e+12,PropDaly,0.798301,5.04576e+08
7.1875e+12,Prop1h,0.793171,5.04576e+08
6.0625e+12,PropDaly,0.817734,5.04576e+08
6.0625e+12,Prop1h,0.807695,5.04576e+08
7.1875e+12,Prop1h,0.812098,5.04576e+08
6.0625e+12,Prop1h,0.772775,5.04576e+08
6.0625e+12,Prop1h,0.810961,5.04576e+08
3.8125e+12,PropDaly,0.796474,5.04576e+08
6.0625e+12,Prop1h,0.781489,5.04576e+08
3.8125e+12,PropDaly,0.775835,5.04576e+08
7.1875e+12,Prop1h,0.788718,5.04576e+08
6.0625e+12,PropDaly,0.777918,5.04576e+08
9.4375e+12,Prop1h,0.797296,5.04576e+08
7.1875e+12,PropDaly,0.80495,5.04576e+08
8.3125e+12,Prop1h,0.795964,5.04576e+08
7.1875e+12,PropDaly,0.802823,5.04576e+08
7.1875e+12,Prop1h,0.807489,5.04576e+08
3.8125e+12,PropDaly,0.774386,5.04576e+08
7.1875e+12,Prop1h,0.80467,5.04576e+08
1.07031e+13,Prop1h,0.803828,5.04576e+08
8.3125e+12,PropDaly,0.802883,5.04576e+08
1.07031e+13,Prop1h,0.805357,5.04576e+08
8.3125e+12,Prop1h,0.805706,5.04576e+08
6.0625e+12,PropDaly,0.812766,5.04576e+08
4.9375e+12,Prop1h,0.801829,5.04576e+08
1.07031e+13,Prop1h,0.798255,5.04576e+08
7.1875e+12,Prop1h,0.81163,5.04576e+08
4.9375e+12,PropDaly,0.803183,5.04576e+08
8.3125e+12,Prop1h,0.794823,5.04576e+08
6.0625e+12,PropDaly,0.792893,5.04576e+08
6.0625e+12,Prop1h,0.810078,5.04576e+08
3.8125e+12,PropDaly,0.809754,5.04576e+08
6.0625e+12,Prop1h,0.793881,5.04576e+08
8.3125e+12,Prop1h,0.799085,5.04576e+08
6.0625e+12,PropDaly,0.802718,5.04576e+08
9.4375e+12,Prop1h,0.811029,5.04576e+08
7.1875e+12,PropDaly,0.799693,5.04576e+08
7.1875e+12,FCFS1h,0.79847,5.04576e+08
6.0625e+12,FCFSDaly,0.800761,5.04576e+08
6.0625e+12,Prop1h,0.793607,5.04576e+08
4.9375e+12,PropDaly,0.807145,5.04576e+08
7.1875e+12,Prop1h,0.795125,5.04576e+08
4.9375e+12,PropDaly,0.781525,5.04576e+08
6.0625e+12,FCFS1h,0.803757,5.04576e+08
4.9375e+12,FCFSDaly,0.800449,5.04576e+08
7.1875e+12,Prop1h,0.808656,5.04576e+08
4.9375e+12,PropDaly,0.805775,5.04576e+08
6.0625e+12,FCFS1h,0.819911,5.04576e+08
3.8125e+12,FCFSDaly,0.783508,5.04576e+08
6.0625e+12,BlockingFCFS1h,0.785801,5.04576e+08
4.9375e+12,BlockingFCFSDaly,0.815399,5.04576e+08
6.0625e+12,Prop1h,0.808557,5.04576e+08
3.8125e+12,PropDaly,0.825148,5.04576e+08
3.8125e+12,FCFS1h,0.800772,5.04576e+08
2.6875e+12,FCFSDaly,0.801589,5.04576e+08
4.9375e+12,BlockingFCFS1h,0.778089,5.04576e+08
8.3125e+12,Prop1h,0.799056,5.04576e+08
4.9375e+12,PropDaly,0.805259,5.04576e+08
4.9375e+12,FCFS1h,0.78742,5.04576e+08
3.8125e+12,FCFSDaly,0.794789,5.04576e+08
7.1875e+12,BlockingFCFS1h,0.811984,5.04576e+08
7.1875e+12,Prop1h,0.806056,5.04576e+08
4.9375e+12,PropDaly,0.810193,5.04576e+08
6.0625e+12,FCFS1h,0.829631,5.04576e+08
3.8125e+12,FCFSDaly,0.789017,5.04576e+08
7.1875e+12,BlockingFCFS1h,0.808572,5.04576e+08
6.0625e+12,Prop1h,0.788481,5.04576e+08
3.8125e+12,PropDaly,0.827525,5.04576e+08
4.9375e+12,FCFS1h,0.797478,5.04576e+08
2.6875e+12,FCFSDaly,0.781254,5.04576e+08
6.0625e+12,BlockingFCFS1h,0.800177,5.04576e+08
9.4375e+12,Prop1h,0.80511,5.04576e+08
7.1875e+12,PropDaly,0.79587,5.04576e+08
7.1875e+12,FCFS1h,0.799269,5.04576e+08
6.0625e+12,FCFSDaly,0.803192,5.04576e+08
9.4375e+12,BlockingFCFS1h,0.798391,5.04576e+08
7.1875e+12,BlockingFCFSDaly,0.814706,5.04576e+08
6.0625e+12,Coop,0.802331,5.04576e+08
7.1875e+12,Prop1h,0.804634,5.04576e+08
3.8125e+12,PropDaly,0.784288,5.04576e+08
3.8125e+12,FCFS1h,0.771383,5.04576e+08
3.8125e+12,FCFSDaly,0.813176,5.04576e+08
6.0625e+12,Prop1h,0.80611,5.04576e+08
3.8125e+12,PropDaly,0.810339,5.04576e+08
3.8125e+12,FCFS1h,0.774955,5.04576e+08
2.6875e+12,FCFSDaly,0.804165,5.04576e+08
6.0625e+12,BlockingFCFS1h,0.80886,5.04576e+08
4.9375e+12,Prop1h,0.785454,5.04576e+08
3.8125e+12,PropDaly,0.805001,5.04576e+08
3.8125e+12,FCFS1h,0.785415,5.04576e+08
2.6875e+12,FCFSDaly,0.796453,5.04576e+08
3.8125e+12,BlockingFCFS1h,0.803729,5.04576e+08
2.6875e+12,BlockingFCFSDaly,0.781907,5.04576e+08
8.3125e+12,Prop1h,0.807659,5.04576e+08
7.1875e+12,PropDaly,0.828668,5.04576e+08
8.3125e+12,FCFS1h,0.837974,5.04576e+08
4.9375e+12,FCFSDaly,0.793478,5.04576e+08
8.3125e+12,BlockingFCFS1h,0.794664,5.04576e+08
7.1875e+12,BlockingFCFSDaly,0.826486,5.04576e+08
7.1875e+12,Prop1h,0.793147,5.04576e+08
4.9375e+12,PropDaly,0.809652,5.04576e+08
6.0625e+12,FCFS1h,0.812556,5.04576e+08
3.8125e+12,FCFSDaly,0.791706,5.04576e+08
7.1875e+12,BlockingFCFS1h,0.797055,5.04576e+08
4.9375e+12,BlockingFCFSDaly,0.80601,5.04576e+08
7.1875e+12,Prop1h,0.811505,5.04576e+08
3.8125e+12,PropDaly,0.779248,5.04576e+08
4.9375e+12,FCFS1h,0.796706,5.04576e+08
3.8125e+12,FCFSDaly,0.796672,5.04576e+08
7.1875e+12,BlockingFCFS1h,0.811552,5.04576e+08
7.1875e+12,Prop1h,0.813705,5.04576e+08
4.9375e+12,PropDaly,0.809374,5.04576e+08
4.9375e+12,FCFS1h,0.786554,5.04576e+08
3.8125e+12,FCFSDaly,0.808249,5.04576e+08
6.0625e+12,BlockingFCFS1h,0.792544,5.04576e+08
3.8125e+12,BlockingFCFSDaly,0.791971,5.04576e+08
8.3125e+12,Prop1h,0.805233,5.04576e+08
6.0625e+12,PropDaly,0.808655,5.04576e+08
6.0625e+12,FCFS1h,0.80151,5.04576e+08
4.9375e+12,FCFSDaly,0.805039,5.04576e+08
8.3125e+12,BlockingFCFS1h,0.806178,5.04576e+08
4.9375e+12,BlockingFCFSDaly,0.795723,5.04576e+08
6.0625e+12,Prop1h,0.799456,5.04576e+08
3.8125e+12,PropDaly,0.793981,5.04576e+08
4.9375e+12,FCFS1h,0.811304,5.04576e+08
3.8125e+12,FCFSDaly,0.798802,5.04576e+08
7.1875e+12,Prop1h,0.799823,5.04576e+08
3.8125e+12,PropDaly,0.764003,5.04576e+08
6.0625e+12,FCFS1h,0.805403,5.04576e+08
3.8125e+12,FCFSDaly,0.793793,5.04576e+08
7.1875e+12,BlockingFCFS1h,0.803324,5.04576e+08
3.8125e+12,BlockingFCFSDaly,0.775893,5.04576e+08
7.1875e+12,Prop1h,0.789318,5.04576e+08
6.0625e+12,PropDaly,0.811506,5.04576e+08
6.0625e+12,FCFS1h,0.785251,5.04576e+08
4.9375e+12,FCFSDaly,0.797578,5.04576e+08
7.1875e+12,BlockingFCFS1h,0.79694,5.04576e+08
4.9375e+12,BlockingFCFSDaly,0.791133,5.04576e+08
6.0625e+12,Prop1h,0.798377,5.04576e+08
3.8125e+12,PropDaly,0.791009,5.04576e+08
4.9375e+12,FCFS1h,0.803979,5.04576e+08
3.8125e+12,FCFSDaly,0.815249,5.04576e+08
6.0625e+12,BlockingFCFS1h,0.813241,5.04576e+08
3.8125e+12,BlockingFCFSDaly,0.801523,5.04576e+08
7.1875e+12,Prop1h,0.806711,5.04576e+08
4.9375e+12,PropDaly,0.799424,5.04576e+08
4.9375e+12,FCFS1h,0.788022,5.04576e+08
3.8125e+12,FCFSDaly,0.788657,5.04576e+08
7.1875e+12,BlockingFCFS1h,0.80549,5.04576e+08
4.9375e+12,BlockingFCFSDaly,0.802671,5.04576e+08
7.1875e+12,Prop1h,0.802196,5.04576e+08
4.9375e+12,PropDaly,0.805658,5.04576e+08
4.9375e+12,FCFS1h,0.798298,5.04576e+08
3.8125e+12,FCFSDaly,0.791129,5.04576e+08
7.1875e+12,BlockingFCFS1h,0.804254,5.04576e+08
8.3125e+12,Prop1h,0.812971,5.04576e+08
6.0625e+12,PropDaly,0.794779,5.04576e+08
6.0625e+12,FCFS1h,0.797823,5.04576e+08
6.0625e+12,FCFSDaly,0.818269,5.04576e+08
7.1875e+12,BlockingFCFS1h,0.795352,5.04576e+08
6.0625e+12,BlockingFCFSDaly,0.80154,5.04576e+08
6.0625e+12,Prop1h,0.787018,5.04576e+08
3.8125e+12,PropDaly,0.787668,5.04576e+08
3.8125e+12,FCFS1h,0.791622,5.04576e+08
3.8125e+12,FCFSDaly,0.797593,5.04576e+08
6.0625e+12,BlockingFCFS1h,0.777941,5.04576e+08
3.8125e+12,BlockingFCFSDaly,0.797009,5.04576e+08
6.0625e+12,Prop1h,0.807472,5.04576e+08
3.8125e+12,PropDaly,0.792397,5.04576e+08
3.8125e+12,FCFS1h,0.802386,5.04576e+08
2.6875e+12,FCFSDaly,0.780247,5.04576e+08
4.9375e+12,BlockingFCFS1h,0.812524,5.04576e+08
3.8125e+12,Prop1h,0.785046,5.04576e+08
2.6875e+12,PropDaly,0.804911,5.04576e+08
2.6875e+12,FCFS1h,0.794426,5.04576e+08
1.5625e+12,FCFSDaly,0.776863,5.04576e+08
9.4375e+12,Prop1h,0.807214,5.04576e+08
6.0625e+12,PropDaly,0.791691,5.04576e+08
6.0625e+12,FCFS1h,0.787716,5.04576e+08
4.9375e+12,FCFSDaly,0.794711,5.04576e+08
8.3125e+12,BlockingFCFS1h,0.794107,5.04576e+08
6.0625e+12,BlockingFCFSDaly,0.796524,5.04576e+08
8.3125e+12,Prop1h,0.793627,5.04576e+08
7.1875e+12,PropDaly,0.808274,5.04576e+08
7.1875e+12,FCFS1h,0.798072,5.04576e+08
6.0625e+12,FCFSDaly,0.805031,5.04576e+08
8.3125e+12,BlockingFCFS1h,0.788037,5.04576e+08
8.3125e+12,Prop1h,0.801481,5.04576e+08
6.0625e+12,Prop1h,0.804791,5.04576e+08
7.1875e+12,Prop1h,0.806528,5.04576e+08
4.9375e+12,PropDaly,0.811368,5.04576e+08
7.1875e+12,Prop1h,0.784559,5.04576e+08
6.0625e+12,PropDaly,0.806725,5.04576e+08
7.1875e+12,Prop1h,0.784797,5.04576e+08
8.3125e+12,Prop1h,0.795624,5.04576e+08
9.4375e+12,Prop1h,0.803166,5.04576e+08
8.3125e+12,PropDaly,0.814903,5.04576e+08
4.9375e+12,Prop1h,0.814831,5.04576e+08
7.1875e+12,Prop1h,0.806886,5.04576e+08
4.9375e+12,PropDaly,0.797611,5.04576e+08
7.1875e+12,Prop1h,0.797104,5.04576e+08
4.9375e+12,PropDaly,0.797171,5.04576e+08
7.1875e+12,Prop1h,0.807393,5.04576e+08
4.9375e+12,PropDaly,0.814431,5.04576e+08
8.3125e+12,Prop1h,0.814311,5.04576e+08
6.0625e+12,PropDaly,0.802625,5.04576e+08
6.0625e+12,Prop1h,0.770709,5.04576e+08
3.8125e+12,PropDaly,0.771869,5.04576e+08
8.3125e+12,Prop1h,0.790468,5.04576e+08
6.0625e+12,PropDaly,0.795058,5.04576e+08
7.1875e+12,Prop1h,0.807631,5.04576e+08
4.9375e+12,PropDaly,0.808265,5.04576e+08
6.0625e+12,Prop1h,0.802945,5.04576e+08
4.9375e+12,PropDaly,0.820251,5.04576e+08
4.9375e+12,Prop1h,0.789517,5.04576e+08
3.8125e+12,PropDaly,0.792427,5.04576e+08
1.07031e+13,Prop1h,0.808771,5.04576e+08
6.0625e+12,Prop1h,0.804633,5.04576e+08
3.8125e+12,PropDaly,0.801515,5.04576e+08
9.4375e+12,Prop1h,0.805777,5.04576e+08
6.0625e+12,PropDaly,0.792081,5.04576e+08
7.1875e+12,Prop1h,0.793356,5.04576e+08
6.0625e+12,PropDaly,0.806987,5.04576e+08
7.1875e+12,Prop1h,0.801413,5.04576e+08
4.9375e+12,PropDaly,0.797965,5.04576e+08
9.4375e+12,Prop1h,0.805521,5.04576e+08
1.21094e+13,Prop1h,0.804117,5.04576e+08
1.07031e+13,Prop1h,0.800194,5.04576e+08
9.4375e+12,Prop1h,0.799597,5.04576e+08
7.1875e+12,Prop1h,0.806559,5.04576e+08
4.9375e+12,PropDaly,0.800648,5.04576e+08
4.9375e+12,FCFS1h,0.804993,5.04576e+08
3.8125e+12,FCFSDaly,0.791636,5.04576e+08
6.0625e+12,Prop1h,0.801572,5.04576e+08
3.8125e+12,PropDaly,0.794828,5.04576e+08
4.9375e+12,FCFS1h,0.798923,5.04576e+08
3.8125e+12,FCFSDaly,0.808624,5.04576e+08
6.0625e+12,BlockingFCFS1h,0.805066,5.04576e+08
7.1875e+12,Prop1h,0.803132,5.04576e+08
4.9375e+12,PropDaly,0.79696,5.04576e+08
4.9375e+12,FCFS1h,0.795373,5.04576e+08
3.8125e+12,FCFSDaly,0.796196,5.04576e+08
7.1875e+12,BlockingFCFS1h,0.805586,5.04576e+08
7.1875e+12,Prop1h,0.794659,5.04576e+08
4.9375e+12,PropDaly,0.795333,5.04576e+08
6.0625e+12,FCFS1h,0.807102,5.04576e+08
3.8125e+12,FCFSDaly,0.777943,5.04576e+08
7.1875e+12,BlockingFCFS1h,0.78101,5.04576e+08
4.9375e+12,BlockingFCFSDaly,0.787211,5.04576e+08
6.0625e+12,Prop1h,0.804205,5.04576e+08
4.9375e+12,PropDaly,0.824879,5.04576e+08
4.9375e+12,FCFS1h,0.811278,5.04576e+08
2.6875e+12,FCFSDaly,0.772204,5.04576e+08
6.0625e+12,BlockingFCFS1h,0.802286,5.04576e+08
3.8125e+12,BlockingFCFSDaly,0.80988,5.04576e+08
3.8125e+12,Prop1h,0.761944,5.04576e+08
2.6875e+12,PropDaly,0.786982,5.04576e+08
3.8125e+12,FCFS1h,0.809825,5.04576e+08
7.1875e+12,Prop1h,0.814975,5.04576e+08
4.9375e+12,PropDaly,0.802912,5.04576e+08
6.0625e+12,FCFS1h,0.806031,5.04576e+08
3.8125e+12,FCFSDaly,0.800493,5.04576e+08
7.1875e+12,BlockingFCFS1h,0.811213,5.04576e+08
6.0625e+12,Prop1h,0.788762,5.04576e+08
4.9375e+12,PropDaly,0.821526,5.04576e+08
4.9375e+12,FCFS1h,0.808408,5.04576e+08
3.8125e+12,FCFSDaly,0.818858,5.04576e+08
7.1875e+12,BlockingFCFS1h,0.816328,5.04576e+08
6.0625e+12,Prop1h,0.7893,5.04576e+08
3.8125e+12,PropDaly,0.790736,5.04576e+08
4.9375e+12,FCFS1h,0.809194,5.04576e+08
2.6875e+12,FCFSDaly,0.772618,5.04576e+08
6.0625e+12,BlockingFCFS1h,0.800854,5.04576e+08
8.3125e+12,Prop1h,0.800273,5.04576e+08
6.0625e+12,PropDaly,0.797901,5.04576e+08
7.1875e+12,FCFS1h,0.81038,5.04576e+08
6.0625e+12,FCFSDaly,0.8189,5.04576e+08
7.1875e+12,Prop1h,0.783094,5.04576e+08
6.0625e+12,PropDaly,0.794615,5.04576e+08
6.0625e+12,FCFS1h,0.792269,5.04576e+08
4.9375e+12,FCFSDaly,0.796304,5.04576e+08
7.1875e+12,BlockingFCFS1h,0.793752,5.04576e+08
4.9375e+12,BlockingFCFSDaly,0.785484,5.04576e+08
6.0625e+12,Prop1h,0.79672,5.04576e+08
3.8125e+12,PropDaly,0.800473,5.04576e+08
3.8125e+12,FCFS1h,0.790293,5.04576e+08
2.6875e+12,FCFSDaly,0.774556,5.04576e+08
4.9375e+12,BlockingFCFS1h,0.781828,5.04576e+08
3.8125e+12,BlockingFCFSDaly,0.80439,5.04576e+08
8.3125e+12,Prop1h,0.795941,5.04576e+08
7.1875e+12,PropDaly,0.807148,5.04576e+08
7.1875e+12,FCFS1h,0.792799,5.04576e+08
6.0625e+12,FCFSDaly,0.800752,5.04576e+08
9.4375e+12,BlockingFCFS1h,0.805692,5.04576e+08
6.0625e+12,BlockingFCFSDaly,0.787687,5.04576e+08
3.8125e+12,Prop1h,0.804995,5.04576e+08
2.6875e+12,PropDaly,0.79026,5.04576e+08
2.6875e+12,FCFS1h,0.796075,5.04576e+08
1.5625e+12,FCFSDaly,0.784399,5.04576e+08
7.1875e+12,Prop1h,0.797329,5.04576e+08
4.9375e+12,PropDaly,0.800899,5.04576e+08
6.0625e+12,FCFS1h,0.80263,5.04576e+08
4.9375e+12,FCFSDaly,0.823043,5.04576e+08
7.1875e+12,BlockingFCFS1h,0.789857,5.04576e+08
4.9375e+12,BlockingFCFSDaly,0.816175,5.04576e+08
9.4375e+12,Prop1h,0.788627,5.04576e+08
8.3125e+12,PropDaly,0.804541,5.04576e+08
8.3125e+12,FCFS1h,0.795955,5.04576e+08
8.3125e+12,FCFSDaly,0.80153,5.04576e+08
8.3125e+12,BlockingFCFS1h,0.796047,5.04576e+08
8.3125e+12,BlockingFCFSDaly,0.798708,5.04576e+08
4.9375e+12,Prop1h,0.779926,5.04576e+08
3.8125e+12,PropDaly,0.805021,5.04576e+08
3.8125e+12,FCFS1h,0.80764,5.04576e+08
2.6875e+12,FCFSDaly,0.792541,5.04576e+08
4.9375e+12,BlockingFCFS1h,0.808659,5.04576e+08
3.8125e+12,Prop1h,0.7813,5.04576e+08
3.8125e+12,PropDaly,0.811592,5.04576e+08
3.8125e+12,FCFS1h,0.804072,5.04576e+08
2.6875e+12,FCFSDaly,0.825416,5.04576e+08
3.8125e+12,BlockingFCFS1h,0.821641,5.04576e+08
8.3125e+12,Prop1h,0.800107,5.04576e+08
6.0625e+12,PropDaly,0.793694,5.04576e+08
7.1875e+12,FCFS1h,0.800511,5.04576e+08
6.0625e+12,FCFSDaly,0.805381,5.04576e+08
9.4375e+12,BlockingFCFS1h,0.814209,5.04576e+08
6.0625e+12,BlockingFCFSDaly,0.796838,5.04576e+08
4.9375e+12,Coop,0.777819,5.04576e+08
4.9375e+12,Prop1h,0.81485,5.04576e+08
2.6875e+12,PropDaly,0.7954,5.04576e+08
2.6875e+12,FCFS1h,0.781025,5.04576e+08
2.6875e+12,FCFSDaly,0.821508,5.04576e+08
3.8125e+12,BlockingFCFS1h,0.800229,5.04576e+08
2.6875e+12,BlockingFCFSDaly,0.801773,5.04576e+08
6.0625e+12,Prop1h,0.806592,5.04576e+08
3.8125e+12,PropDaly,0.797405,5.04576e+08
4.9375e+12,FCFS1h,0.813996,5.04576e+08
2.6875e+12,FCFSDaly,0.785976,5.04576e+08
6.0625e+12,BlockingFCFS1h,0.796576,5.04576e+08
7.1875e+12,Prop1h,0.797336,5.04576e+08
4.9375e+12,PropDaly,0.788507,5.04576e+08
6.0625e+12,FCFS1h,0.805947,5.04576e+08
4.9375e+12,FCFSDaly,0.808122,5.04576e+08
7.1875e+12,BlockingFCFS1h,0.798591,5.04576e+08
4.9375e+12,BlockingFCFSDaly,0.800932,5.04576e+08
6.0625e+12,Prop1h,0.812405,5.04576e+08
3.8125e+12,PropDaly,0.798557,5.04576e+08
4.9375e+12,FCFS1h,0.813323,5.04576e+08
2.6875e+12,FCFSDaly,0.773307,5.04576e+08
4.9375e+12,BlockingFCFS1h,0.800322,5.04576e+08
2.6875e+12,BlockingFCFSDaly,0.774241,5.04576e+08
7.1875e+12,Prop1h,0.807244,5.04576e+08
4.9375e+12,PropDaly,0.820962,5.04576e+08
4.9375e+12,FCFS1h,0.792652,5.04576e+08
3.8125e+12,FCFSDaly,0.812685,5.04576e+08
7.1875e+12,BlockingFCFS1h,0.804252,5.04576e+08
9.4375e+12,Prop1h,0.808654,5.04576e+08
7.1875e+12,PropDaly,0.799863,5.04576e+08
7.1875e+12,FCFS1h,0.799922,5.04576e+08
6.0625e+12,FCFSDaly,0.800011,5.04576e+08
9.4375e+12,BlockingFCFS1h,0.799996,5.04576e+08
7.1875e+12,BlockingFCFSDaly,0.810142,5.04576e+08
6.0625e+12,Coop,0.798756,5.04576e+08
1.07031e+13,Prop1h,0.810739,5.04576e+08
7.1875e+12,PropDaly,0.790226,5.04576e+08
8.3125e+12,FCFS1h,0.802436,5.04576e+08
7.1875e+12,FCFSDaly,0.807081,5.04576e+08
1.07031e+13,BlockingFCFS1h,0.797959,5.04576e+08
7.1875e+12,BlockingFCFSDaly,0.789661,5.04576e+08
6.0625e+12,Prop1h,0.797354,5.04576e+08
4.9375e+12,PropDaly,0.812863,5.04576e+08
4.9375e+12,FCFS1h,0.808071,5.04576e+08
3.8125e+12,FCFSDaly,0.80912,5.04576e+08
6.0625e+12,Prop1h,0.797438,5.04576e+08
4.9375e+12,PropDaly,0.813762,5.04576e+08
4.9375e+12,FCFS1h,0.801116,5.04576e+08
3.8125e+12,FCFSDaly,0.800029,5.04576e+08
4.9375e+12,BlockingFCFS1h,0.798757,5.04576e+08
8.3125e+12,Prop1h,0.80473,5.04576e+08
6.0625e+12,PropDaly,0.80217,5.04576e+08
4.9375e+12,FCFS1h,0.79408,5.04576e+08
4.9375e+12,FCFSDaly,0.823401,5.04576e+08
7.1875e+12,BlockingFCFS1h,0.796584,5.04576e+08
4.9375e+12,BlockingFCFSDaly,0.792092,5.04576e+08
9.4375e+12,Prop1h,0.795878,5.04576e+08
7.1875e+12,PropDaly,0.805277,5.04576e+08
6.0625e+12,FCFSDaly,0.802806,5.04576e+08
1.07031e+13,BlockingFCFS1h,0.822903,5.04576e+08
6.0625e+12,BlockingFCFSDaly,0.787056,5.04576e+08
6.0625e+12,Coop,0.801098,5.04576e+08
6.0625e+12,Prop1h,0.794352,5.04576e+08
4.9375e+12,PropDaly,0.812131,5.04576e+08
4.9375e+12,FCFS1h,0.800533,5.04576e+08
3.8125e+12,FCFSDaly,0.801654,5.04576e+08
6.0625e+12,BlockingFCFS1h,0.801296,5.04576e+08
3.8125e+12,BlockingFCFSDaly,0.79062,5.04576e+08
