1.1e+11,57600,baseline,9.34695e+10,1.73267e+07,0,0,9.52653e+10,650591997
1.1e+11,57600,Coop,7.13598e+10,1.15047e+10,9.64478e+09,1.34115e+08,9.52653e+10,650591997
1.1e+11,57600,FCFS,8.42522e+10,1.32201e+09,7.36859e+09,5.54103e+07,9.52653e+10,650591997
1.1e+11,57600,No,7.64118e+10,1.10589e+08,1.62008e+10,8.13178e+07,9.52653e+10,650591997
1.1e+11,57600,Simple,3.83145e+10,8.02041e+08,5.30261e+10,2.79612e+08,9.52653e+10,650591997
1.1e+11,57600,baseline,9.40314e+10,1.61538e+07,0,0,9.52653e+10,1085148807
1.1e+11,57600,Coop,7.13421e+10,1.14365e+10,8.7226e+09,3.80048e+08,9.52653e+10,1085148807
1.1e+11,57600,FCFS,8.5319e+10,1.30604e+09,6.97711e+09,1.05594e+08,9.52653e+10,1085148807
1.1e+11,57600,No,7.81577e+10,1.19006e+08,1.54289e+10,5.16096e+07,9.52653e+10,1085148807
1.1e+11,57600,Simple,3.49792e+10,7.44366e+08,5.63604e+10,2.64998e+08,9.52653e+10,1085148807
1.1e+11,57600,baseline,9.29906e+10,1.60576e+07,0,0,9.52653e+10,2325942079
1.1e+11,57600,Coop,7.20091e+10,7.46884e+09,1.1235e+10,2.17564e+08,9.52653e+10,2325942079
1.1e+11,57600,FCFS,8.42709e+10,1.50525e+09,6.95006e+09,1.52827e+08,9.52653e+10,2325942079
1.1e+11,57600,No,7.64423e+10,1.32292e+08,1.60009e+10,1.31465e+08,9.52653e+10,2325942079
1.1e+11,57600,Simple,3.03024e+10,1.28395e+09,6.02875e+10,2.98917e+08,9.52653e+10,2325942079
1.1e+11,57600,baseline,9.28229e+10,1.64903e+07,0,0,9.52653e+10,2695986266
1.1e+11,57600,Coop,7.30502e+10,9.84278e+09,1.0033e+10,7.53012e+07,9.52653e+10,2695986266
1.1e+11,57600,FCFS,8.32184e+10,1.404e+09,7.26756e+09,1.08772e+08,9.52653e+10,2695986266
