	ckpt_intvl	sfs_bw	bb_bw	sys_mtbf	low_bound	avg	high_bound
252	1h	60000000000.0	10000000000.0	43200.0	2.3667456847355412e-05	0.0015569342723715047	0.003229602922055068
253	1h	60000000000.0	10000000000.0	39600.0	1.6390745018198634e-06	0.0015001778408763274	0.003103712215498073
254	1h	60000000000.0	10000000000.0	36000.0	5.169656199353499e-05	0.0017171794734091883	0.004471174065738136
255	1h	60000000000.0	10000000000.0	32400.0	0.00030599120812580525	0.002366122892244204	0.005524034755337925
256	1h	60000000000.0	10000000000.0	28800.0	0.0008591494280544391	0.003467204817385875	0.007773362585387111
257	1h	60000000000.0	10000000000.0	25200.0	0.0012641237694565892	0.0038705277969205173	0.007179531754685976
258	1h	60000000000.0	10000000000.0	21600.0	0.0021411433237606197	0.0047369153890637035	0.0083418462129417
259	1h	60000000000.0	10000000000.0	18000.0	0.0033354884367901433	0.007272488739811758	0.0116186547143051
260	1h	60000000000.0	10000000000.0	14400.0	0.006462823252598441	0.011295007308056533	0.018149660899155318
261	1h	60000000000.0	10000000000.0	10800.0	0.011725572109110342	0.01878622615439573	0.02532196830362647
262	1h	60000000000.0	10000000000.0	7200.0	0.02350319363562772	0.03595955959070509	0.05086109939547308
263	1h	60000000000.0	10000000000.0	3600.0	0.07819254052877249	0.10179944590142463	0.13101544367951623
264	1h	50000000000.0	10000000000.0	86400.0	-0.00010971254191996326	-0.0003032952105200342	0.0014308682773610882
265	1h	50000000000.0	10000000000.0	82800.0	-8.223675978223736e-05	0.00026685523125713386	0.0014018344198128572
266	1h	50000000000.0	10000000000.0	79200.0	-0.0001656705015737737	1.5843231786314945e-05	0.0018184943283489489
267	1h	50000000000.0	10000000000.0	75600.0	-0.0001558057772246185	0.000597858447706198	0.0016796539368867836
268	1h	50000000000.0	10000000000.0	72000.0	-0.0001696187153235201	0.00014624489144206341	0.0018415347781960646
269	1h	50000000000.0	10000000000.0	68400.0	-0.0001565953711748388	0.00021254620218016506	0.0020328632609513415
270	1h	50000000000.0	10000000000.0	64800.0	-0.0001342693227239988	0.00013487743563422058	0.0019670315442535573
271	1h	50000000000.0	10000000000.0	61200.0	-0.00015469873020734645	0.000860590156476952	0.003117730064715772
272	1h	50000000000.0	10000000000.0	57600.0	-0.0002150127405539182	0.0004892924518918693	0.0023799346227272814
273	1h	50000000000.0	10000000000.0	54000.0	7.587683949125278e-05	0.0010592569965008876	0.0021813957874179096
274	1h	50000000000.0	10000000000.0	50400.0	-0.00017775485074737936	0.0008883846914288899	0.0033078762671567103
275	1h	50000000000.0	10000000000.0	46800.0	0.00017286083875029236	0.0010755569459899238	0.0030920636553772012
276	1h	50000000000.0	10000000000.0	43200.0	8.125735799066494e-05	0.001976368367584855	0.005196144803860387
277	1h	50000000000.0	10000000000.0	39600.0	0.0002683483115028405	0.0020478065724626356	0.0052752060522906685
278	1h	50000000000.0	10000000000.0	36000.0	0.000452872233170136	0.0026899654788441613	0.005277565353607793
279	1h	50000000000.0	10000000000.0	32400.0	0.0004735210264818104	0.0029449807380924255	0.005558140882526427
280	1h	50000000000.0	10000000000.0	28800.0	0.000872748802585616	0.003798356061472854	0.0071255247269283095
281	1h	50000000000.0	10000000000.0	25200.0	0.0017905088275443942	0.005362542218851006	0.008869509835939843
282	1h	50000000000.0	10000000000.0	21600.0	0.0029001025749720763	0.00685107065748357	0.01090983669976321
283	1h	50000000000.0	10000000000.0	18000.0	0.005019317203070072	0.009535843443879977	0.01455795566685826
284	1h	50000000000.0	10000000000.0	14400.0	0.007958898093397207	0.013726113588569937	0.02084359406805465
285	1h	50000000000.0	10000000000.0	10800.0	0.013954393232200863	0.024610749191900927	0.03572920364159448
286	1h	50000000000.0	10000000000.0	7200.0	0.030275436244898066	0.04724457806952346	0.0659524913718976
287	1h	50000000000.0	10000000000.0	3600.0	0.08743549721894263	0.11839658151097182	0.14855985000450603
288	1h	40000000000.0	10000000000.0	86400.0	-0.0001281360644557671	0.00019973702584901516	0.0025082161072345387
289	1h	40000000000.0	10000000000.0	82800.0	-0.00019274706394937819	0.00041336856125138467	0.0024156299970880153
290	1h	40000000000.0	10000000000.0	79200.0	-4.1866979982527306e-05	0.0006344126184535165	0.002620288175267301
291	1h	40000000000.0	10000000000.0	75600.0	-0.00013178337073084658	8.844742622977106e-05	0.002248253239315685
292	1h	40000000000.0	10000000000.0	72000.0	-8.633065056851943e-05	0.0005342357318357392	0.00384446898235601
293	1h	40000000000.0	10000000000.0	68400.0	-9.110091324774066e-05	0.0007566245325009214	0.0026736873712821527
294	1h	40000000000.0	10000000000.0	64800.0	-0.00019832182249527377	0.0011020171602520428	0.0037988613107151565
295	1h	40000000000.0	10000000000.0	61200.0	2.7345817342185703e-05	0.0005831923105050348	0.0027979393578867126
296	1h	40000000000.0	10000000000.0	57600.0	0.00015337310099307441	0.0005737325894839581	0.003557339075456901
297	1h	40000000000.0	10000000000.0	54000.0	9.784994959175441e-05	0.001553641479257409	0.005073755513145129
298	1h	40000000000.0	10000000000.0	50400.0	0.00020530371336620356	0.0022672813116452082	0.005375710314608124
299	1h	40000000000.0	10000000000.0	46800.0	0.00016857981043535422	0.0022618517136677604	0.005808844981743368
300	1h	40000000000.0	10000000000.0	43200.0	0.0004137826045818847	0.0024541567549968162	0.0053817712216089565
301	1h	40000000000.0	10000000000.0	39600.0	0.000697907331522569	0.0033129062617779214	0.006220998545955692
302	1h	40000000000.0	10000000000.0	36000.0	0.001343739180830599	0.003511330131825805	0.007267624069914112
303	1h	40000000000.0	10000000000.0	32400.0	0.0016576040125676592	0.004595628389402575	0.00882121032941919
304	1h	40000000000.0	10000000000.0	28800.0	0.0016999737389436173	0.006421182447097625	0.011895172294976398
305	1h	40000000000.0	10000000000.0	25200.0	0.003103080560414859	0.006684253878653177	0.01258533578392811
306	1h	40000000000.0	10000000000.0	21600.0	0.0044761084843153885	0.01029398734628755	0.01757697922136823
307	1h	40000000000.0	10000000000.0	18000.0	0.0072467531668716405	0.014902278830163542	0.024002767651834143
308	1h	40000000000.0	10000000000.0	14400.0	0.011514499094093465	0.02087415550266253	0.030923217244813627
309	1h	40000000000.0	10000000000.0	10800.0	0.023678508585655893	0.03540694956931189	0.04695645190398494
310	1h	40000000000.0	10000000000.0	7200.0	0.044237104808282204	0.06310728851459846	0.08450205425657688
311	1h	40000000000.0	10000000000.0	3600.0	0.11246695920136072	0.1402322614445306	0.16660778143122779
312	Daly	160000000000.0	10000000000.0	86400.0	3.5501646569647985e-06	3.106424590282951e-05	2.0617627802293234e-05
313	Daly	160000000000.0	10000000000.0	82800.0	2.7427024694564326e-06	1.06495744864326e-05	1.3713679495044699e-05
314	Daly	160000000000.0	10000000000.0	79200.0	2.7180164660375687e-06	-8.952291497239925e-06	2.0511335041127892e-05
315	Daly	160000000000.0	10000000000.0	75600.0	2.013415180185461e-06	3.046986719133386e-06	2.8609874245459253e-05
316	Daly	160000000000.0	10000000000.0	72000.0	2.1783308242784316e-06	2.571093656546648e-05	2.3581295381094696e-05
317	Daly	160000000000.0	10000000000.0	68400.0	1.5522270971295821e-06	5.395760260061086e-05	3.1178363428850306e-05
318	Daly	160000000000.0	10000000000.0	64800.0	3.537230303198675e-06	4.728384733494783e-05	5.700255118726782e-05
319	Daly	160000000000.0	10000000000.0	61200.0	1.1397820479969623e-06	1.6421273409881782e-05	6.650574538731731e-05
320	Daly	160000000000.0	10000000000.0	57600.0	5.892263084090229e-06	5.215225988113817e-05	5.3366503084072126e-05
321	Daly	160000000000.0	10000000000.0	54000.0	4.35643547131169e-06	0.00011600198391713008	0.00044696692104223437
322	Daly	160000000000.0	10000000000.0	50400.0	-5.90443132137856e-07	7.1840018910267005e-06	4.8367220275681545e-05
323	Daly	160000000000.0	10000000000.0	46800.0	6.930486575833488e-07	6.117781242255793e-05	9.73647600102706e-05
324	Daly	160000000000.0	10000000000.0	43200.0	1.1093264562244586e-05	9.083647751250193e-05	0.0011728160135806255
325	Daly	160000000000.0	10000000000.0	39600.0	2.667525345959748e-06	7.775215471807456e-05	5.622165614168457e-05
326	Daly	160000000000.0	10000000000.0	36000.0	2.267806482217832e-05	9.604564542334477e-05	0.0007885141523062914
327	Daly	160000000000.0	10000000000.0	32400.0	9.446011471910963e-06	6.95365536912216e-05	3.137421664238375e-05
328	Daly	160000000000.0	10000000000.0	28800.0	1.2365258451474924e-05	0.0001469263360521913	7.730470043450558e-05
329	Daly	160000000000.0	10000000000.0	25200.0	3.370417236836726e-05	0.00013661239411482957	0.0005063635314523879
330	Daly	160000000000.0	10000000000.0	21600.0	5.080234677359711e-05	0.0002947922985708231	0.00035595032148147193
331	Daly	160000000000.0	10000000000.0	18000.0	9.718087164518153e-05	0.00016903939105329625	0.00024175707704180089
332	Daly	160000000000.0	10000000000.0	14400.0	0.00013854095356988195	0.00048518650128352063	0.0008094685187326946
333	Daly	160000000000.0	10000000000.0	10800.0	0.000282239268189039	0.0007938987527138612	0.0012332425133156906
334	Daly	160000000000.0	10000000000.0	7200.0	0.0010446854208358573	0.0019181509983214784	0.0027285685966308205
335	Daly	160000000000.0	10000000000.0	3600.0	0.009262831288605573	0.01556721941009497	0.021093685784744153
336	Daly	150000000000.0	10000000000.0	86400.0	2.6550490564348117e-06	7.205714946987476e-05	4.2088697765330996e-05
337	Daly	150000000000.0	10000000000.0	82800.0	7.943671170078609e-07	6.489541954437809e-05	3.235665469418806e-05
338	Daly	150000000000.0	10000000000.0	79200.0	1.7135699767362482e-06	7.393687298012613e-05	4.5340590552151366e-05
339	Daly	150000000000.0	10000000000.0	75600.0	5.504599026748378e-06	3.634948476527526e-05	6.539050634738028e-05
340	Daly	150000000000.0	10000000000.0	72000.0	1.6822812060152082e-06	0.00010058253994228088	0.0001365443994301837
341	Daly	150000000000.0	10000000000.0	68400.0	2.7099507456820426e-06	8.02649719504378e-05	9.828455840180941e-05
342	Daly	150000000000.0	10000000000.0	64800.0	4.6015178799919476e-07	7.676025577200616e-05	0.0004919651754827351
343	Daly	150000000000.0	10000000000.0	61200.0	-2.493161325796585e-07	6.785777553114489e-05	7.210418605179054e-05
344	Daly	150000000000.0	10000000000.0	57600.0	3.0209754130534503e-06	7.213915293484896e-05	0.00011267384402531544
345	Daly	150000000000.0	10000000000.0	54000.0	5.652287721518383e-06	3.761195419866708e-05	7.433308678183806e-05
346	Daly	150000000000.0	10000000000.0	50400.0	3.731845202102651e-06	7.652661417247784e-05	0.000134657474397679
347	Daly	150000000000.0	10000000000.0	46800.0	-1.3075838949729056e-06	0.00013404287768197003	0.0005096914489682828
348	Daly	150000000000.0	10000000000.0	43200.0	6.761639209089995e-06	0.00012850022346727017	0.0012564739342794894
349	Daly	150000000000.0	10000000000.0	39600.0	-7.969777541595485e-07	9.190910239185529e-05	0.00043246692830516326
350	Daly	150000000000.0	10000000000.0	36000.0	4.817052302641064e-06	0.00010850531494824268	0.0011379257038062192
351	Daly	150000000000.0	10000000000.0	32400.0	1.2718032951430426e-05	7.305351400351944e-05	3.130001341495464e-05
352	Daly	150000000000.0	10000000000.0	28800.0	3.958171421205496e-06	0.0001233177971654753	0.0009781873899083909
353	Daly	150000000000.0	10000000000.0	25200.0	3.572239436994292e-06	0.00010184933168742557	6.0508751246430865e-05
354	Daly	150000000000.0	10000000000.0	21600.0	7.61237428612946e-05	0.00037659475279401306	0.00048387250117296575
355	Daly	150000000000.0	10000000000.0	18000.0	6.2864193156856e-05	0.0003380403606815977	0.0003965368659440147
356	Daly	150000000000.0	10000000000.0	14400.0	0.00018778583442657893	0.0004760931728467453	0.001048239460710891
357	Daly	150000000000.0	10000000000.0	10800.0	0.00042229337543028746	0.0010522282819050298	0.001735961536366583
358	Daly	150000000000.0	10000000000.0	7200.0	0.0015930475963898464	0.002488761777858295	0.0030771739902070647
359	Daly	150000000000.0	10000000000.0	3600.0	0.011303489630837587	0.01918621675982799	0.025475698875871207
360	Daly	140000000000.0	10000000000.0	86400.0	4.459438060152232e-06	4.308291112282175e-05	3.17421474200035e-05
361	Daly	140000000000.0	10000000000.0	82800.0	2.7369068167398987e-06	5.177031202466056e-05	1.7259044290237648e-05
362	Daly	140000000000.0	10000000000.0	79200.0	3.950488552567665e-07	9.475903904274005e-05	6.9384077549274e-05
363	Daly	140000000000.0	10000000000.0	75600.0	3.0582417441158923e-06	7.36768312473914e-05	0.00010907422017398215
364	Daly	140000000000.0	10000000000.0	72000.0	1.2751056823811038e-06	7.3838908381411e-05	7.15367474513858e-05
365	Daly	140000000000.0	10000000000.0	68400.0	3.6737658425032823e-06	-2.6339194692396597e-05	1.167465085039407e-05
366	Daly	140000000000.0	10000000000.0	64800.0	1.97819098692609e-06	5.421351860497391e-05	7.17611048103203e-05
367	Daly	140000000000.0	10000000000.0	61200.0	3.6298034666134747e-06	2.2524337598230624e-05	8.686116352261074e-05
368	Daly	140000000000.0	10000000000.0	57600.0	8.390046434331362e-07	5.8005250899729945e-05	7.363387521799322e-05
369	Daly	140000000000.0	10000000000.0	54000.0	2.8092979119823482e-06	7.027766583020785e-05	9.63700716048396e-05
370	Daly	140000000000.0	10000000000.0	50400.0	4.987921435129178e-06	0.00022047855470980893	0.001479596060345078
371	Daly	140000000000.0	10000000000.0	46800.0	3.3789503309047974e-06	9.127885009132213e-05	0.0003641493736646065
372	Daly	140000000000.0	10000000000.0	43200.0	8.663516160043778e-06	0.0002099875705309939	0.001404159313116762
373	Daly	140000000000.0	10000000000.0	39600.0	9.595865301971615e-06	0.00021276657609266216	0.0013087791385257889
374	Daly	140000000000.0	10000000000.0	36000.0	4.776612823819966e-06	0.00017187661553505967	0.001105098449823844
375	Daly	140000000000.0	10000000000.0	32400.0	1.0723360883411939e-05	0.00011660182800792885	0.0006926671228438478
376	Daly	140000000000.0	10000000000.0	28800.0	2.505982154688192e-05	0.000151049305737822	0.00020921317649675816
377	Daly	140000000000.0	10000000000.0	25200.0	5.8291667161401836e-05	0.0002592068288159576	0.00029507194280305096
378	Daly	140000000000.0	10000000000.0	21600.0	3.204831660442943e-05	0.00019072360619522017	7.024251984061726e-05
379	Daly	140000000000.0	10000000000.0	18000.0	6.475325615829138e-05	0.00028402658287607547	0.00012517921955407523
380	Daly	140000000000.0	10000000000.0	14400.0	0.00015140139252588962	0.0005377611631082074	0.0009300069849204023
381	Daly	140000000000.0	10000000000.0	10800.0	0.0005733117677661128	0.001152758904831222	0.0016283066324407143
382	Daly	140000000000.0	10000000000.0	7200.0	0.0017377283380124887	0.0033055332484198943	0.0051430889455500416
383	Daly	140000000000.0	10000000000.0	3600.0	0.015274632063115206	0.022213127374246376	0.02947499939655613
384	Daly	130000000000.0	10000000000.0	86400.0	2.230321955625365e-06	6.805890814048617e-05	2.223323472991853e-05
385	Daly	130000000000.0	10000000000.0	82800.0	2.602456431459861e-06	2.6785245445757802e-05	3.838556015391749e-05
386	Daly	130000000000.0	10000000000.0	79200.0	1.606115059156211e-06	0.00011496829985667295	0.00012982479348318964
387	Daly	130000000000.0	10000000000.0	75600.0	4.574834327186739e-07	3.7283132618515415e-05	4.914103858610143e-05
388	Daly	130000000000.0	10000000000.0	72000.0	3.2505992842035854e-06	9.865375018688056e-05	8.21941160124484e-05
389	Daly	130000000000.0	10000000000.0	68400.0	-2.370275057345518e-08	2.4542247176970308e-05	3.3307201549073815e-05
390	Daly	130000000000.0	10000000000.0	64800.0	4.053180246741994e-06	7.20976863217153e-05	4.77840862712203e-05
391	Daly	130000000000.0	10000000000.0	61200.0	3.1367387822507262e-06	0.0001252897007631946	0.0004961894945549151
392	Daly	130000000000.0	10000000000.0	57600.0	6.941900069960187e-06	1.9465937356583985e-05	2.3370760532325256e-05
393	Daly	130000000000.0	10000000000.0	54000.0	-2.5995097547126095e-07	0.00011652281508445873	0.00041946870524917437
394	Daly	130000000000.0	10000000000.0	50400.0	2.370618110567171e-06	-9.012753063042958e-05	0.0005063766468643535
395	Daly	130000000000.0	10000000000.0	46800.0	6.323752943146092e-06	3.4165975484473426e-05	0.00020336373199561714
396	Daly	130000000000.0	10000000000.0	43200.0	4.830946899020991e-06	9.11555422330641e-05	0.000275541574706299
397	Daly	130000000000.0	10000000000.0	39600.0	7.765796546279773e-06	0.00014851288385673916	0.0004953322044999604
398	Daly	130000000000.0	10000000000.0	36000.0	1.5131136022838353e-05	0.00011560147271033307	0.0003986808280338069
399	Daly	130000000000.0	10000000000.0	32400.0	1.2555172925777353e-05	0.0001851576928575319	0.0007381519658814231
400	Daly	130000000000.0	10000000000.0	28800.0	1.6894495772575274e-05	0.0003139999582090616	0.0004926539695219903
401	Daly	130000000000.0	10000000000.0	25200.0	-1.1128025425296314e-05	0.0001883056985176458	0.00013854561475623757
402	Daly	130000000000.0	10000000000.0	21600.0	0.00011004855778915223	0.0004536611976728675	0.0005876700773138625
403	Daly	130000000000.0	10000000000.0	18000.0	0.00013538579372283113	0.0002833320905767339	0.0001667365162082114
404	Daly	130000000000.0	10000000000.0	14400.0	0.0003410565299700011	0.0006905746898756234	0.0012330766169786215
405	Daly	130000000000.0	10000000000.0	10800.0	0.0007929002009168778	0.0014921931829766368	0.002107135027543246
406	Daly	130000000000.0	10000000000.0	7200.0	0.001917712780335886	0.0038244889137721287	0.005258870987768516
407	Daly	130000000000.0	10000000000.0	3600.0	0.019671438101775986	0.027666165343413762	0.0364256954811329
408	Daly	120000000000.0	10000000000.0	86400.0	1.1036524598783814e-06	-1.2772179664273346e-05	2.886968702903804e-05
409	Daly	120000000000.0	10000000000.0	82800.0	1.8442523058637334e-06	8.561256824950772e-05	0.00010421769472702188
410	Daly	120000000000.0	10000000000.0	79200.0	3.361996520957804e-06	4.613838435175608e-06	7.188494334492434e-06
411	Daly	120000000000.0	10000000000.0	75600.0	3.6886817769936483e-06	0.00011860199122942319	0.00011191801730476154
412	Daly	120000000000.0	10000000000.0	72000.0	8.979815766229358e-07	0.00016497290890395808	0.00020148371375432964
413	Daly	120000000000.0	10000000000.0	68400.0	2.3255996972016627e-06	-0.00017136172955789898	6.3841453696444e-05
414	Daly	120000000000.0	10000000000.0	64800.0	5.475433114412401e-07	0.00012362385707408836	0.00020551741094031742
415	Daly	120000000000.0	10000000000.0	61200.0	3.299187665469058e-06	9.039849915875399e-05	0.00014112029524714358
416	Daly	120000000000.0	10000000000.0	57600.0	4.018204615342927e-06	0.0001786543468031689	0.0005963302653306376
417	Daly	120000000000.0	10000000000.0	54000.0	2.7269779943960395e-06	7.666054921539868e-05	0.0004703662418411406
418	Daly	120000000000.0	10000000000.0	50400.0	-5.050399099818881e-06	0.00010897206992331718	0.0006160452862694712
419	Daly	120000000000.0	10000000000.0	46800.0	5.423139238467007e-06	0.00011247373719749525	0.00032547746914833066
420	Daly	120000000000.0	10000000000.0	43200.0	1.6487010064653409e-06	0.00013374715023537674	0.0004333961241645794
421	Daly	120000000000.0	10000000000.0	39600.0	6.2641551479208435e-06	6.479843348812509e-05	9.430798504925697e-05
422	Daly	120000000000.0	10000000000.0	36000.0	5.045053067527061e-06	0.00010686041882200091	0.00025278671242335844
423	Daly	120000000000.0	10000000000.0	32400.0	1.2343784086338229e-05	0.00016215571795176898	0.0008055679355103158
424	Daly	120000000000.0	10000000000.0	28800.0	2.0078761822161107e-05	0.0001959012104980032	0.0004530224754117761
425	Daly	120000000000.0	10000000000.0	25200.0	9.37902504948433e-05	0.0003140895986397552	0.0004735247154381767
426	Daly	120000000000.0	10000000000.0	21600.0	6.68777634152251e-05	0.00040620080670520655	0.0009184441948431089
427	Daly	120000000000.0	10000000000.0	18000.0	0.00016913388127142782	0.00045853932834893354	0.0005911785442381683
428	Daly	120000000000.0	10000000000.0	14400.0	0.00030523034206487044	0.0009464195451107577	0.0014503811247085596
429	Daly	120000000000.0	10000000000.0	10800.0	0.001057592524493433	0.0018040532852908705	0.0021828785434532755
430	Daly	120000000000.0	10000000000.0	7200.0	0.0028180725560282447	0.004706346838598628	0.006163568983756763
431	Daly	120000000000.0	10000000000.0	3600.0	0.026122947132190197	0.03530743489844994	0.042737248857365094
432	Daly	110000000000.0	10000000000.0	86400.0	1.5206885358535485e-06	-1.3393546309912563e-05	2.2261556100153647e-05
433	Daly	110000000000.0	10000000000.0	82800.0	3.0239269409546856e-06	5.9321169649935305e-05	7.688643789579837e-05
434	Daly	110000000000.0	10000000000.0	79200.0	1.5472720591860152e-06	7.550917717793083e-05	0.0002983307742925929
435	Daly	110000000000.0	10000000000.0	75600.0	5.615298746816449e-07	9.404147729633923e-05	3.6427787135004754e-05
436	Daly	110000000000.0	10000000000.0	72000.0	2.5583706233927054e-06	0.00010606570847500861	0.00012321674269078186
437	Daly	110000000000.0	10000000000.0	68400.0	-4.208566079213409e-07	4.849193179733526e-05	0.00021589595169591155
438	Daly	110000000000.0	10000000000.0	64800.0	3.549072408412453e-06	4.597660676281722e-05	0.0001438892959708436
439	Daly	110000000000.0	10000000000.0	61200.0	9.848276570950838e-07	8.688693007452526e-05	0.00012558751211666486
440	Daly	110000000000.0	10000000000.0	57600.0	2.646223098427781e-06	9.281202792353475e-05	0.00015266592170908326
441	Daly	110000000000.0	10000000000.0	54000.0	6.892710508847111e-06	6.551619279688593e-05	-4.472298885282782e-06
442	Daly	110000000000.0	10000000000.0	50400.0	5.262224435988882e-06	0.00010023448603410244	0.0004451738302973204
443	Daly	110000000000.0	10000000000.0	46800.0	1.376953206822296e-05	0.00010411211509304014	0.001311826231908595
444	Daly	110000000000.0	10000000000.0	43200.0	1.1998727493698627e-05	0.00013285770554520592	0.0005200607206524095
445	Daly	110000000000.0	10000000000.0	39600.0	1.8884858556148638e-05	0.00024847959566912857	0.0012049105623288454
446	Daly	110000000000.0	10000000000.0	36000.0	1.985170583222002e-05	0.0002790100173950755	0.0015000920584941797
447	Daly	110000000000.0	10000000000.0	32400.0	1.0428691106946915e-05	0.00020903581923198747	0.0010240038667074164
448	Daly	110000000000.0	10000000000.0	28800.0	8.884549687045032e-06	0.00030019737905529896	0.0006723427654453768
449	Daly	110000000000.0	10000000000.0	25200.0	3.362387408414565e-05	0.0003537183653468262	0.0005401256509826721
450	Daly	110000000000.0	10000000000.0	21600.0	0.00011560436643433703	0.00041570206917699486	0.0006305080605843801
451	Daly	110000000000.0	10000000000.0	18000.0	0.00025408412380258886	0.0007560419902787512	0.001119262660579387
452	Daly	110000000000.0	10000000000.0	14400.0	0.000470706390060027	0.0010826288178207588	0.002104051109103911
453	Daly	110000000000.0	10000000000.0	10800.0	0.0011482248042476717	0.002125602760542037	0.0030089991484455185
454	Daly	110000000000.0	10000000000.0	7200.0	0.003523736488942069	0.006089156545037872	0.008539322842567023
455	Daly	110000000000.0	10000000000.0	3600.0	0.032433487404682514	0.04389345112217172	0.05840542187852064
456	Daly	100000000000.0	10000000000.0	86400.0	2.875697095008374e-06	8.691096532254791e-05	0.00011693622043249072
457	Daly	100000000000.0	10000000000.0	82800.0	8.481853649182824e-07	-5.0667651971612014e-05	7.823657049596327e-05
458	Daly	100000000000.0	10000000000.0	79200.0	2.2525664116231753e-06	2.0577688835078146e-05	5.01420980670299e-05
459	Daly	100000000000.0	10000000000.0	75600.0	1.1166405776428308e-06	1.6148165810816366e-05	0.0009110043797644469
460	Daly	100000000000.0	10000000000.0	72000.0	3.4081353490126155e-06	0.00013512603446557775	0.00012757804235790895
461	Daly	100000000000.0	10000000000.0	68400.0	5.574948047383082e-06	8.558196049175725e-05	0.00014698905684908998
462	Daly	100000000000.0	10000000000.0	64800.0	3.5656761033580296e-06	0.00010911277416184427	0.00018010198783371717
463	Daly	100000000000.0	10000000000.0	61200.0	6.8446858398334566e-06	0.00015883081411687357	0.0006481363174073934
464	Daly	100000000000.0	10000000000.0	57600.0	3.1074282071853635e-06	0.00013215963354467171	0.00043117389327131014
465	Daly	100000000000.0	10000000000.0	54000.0	5.319856419042286e-06	0.00016959766994332343	0.0017767427636730775
466	Daly	100000000000.0	10000000000.0	50400.0	5.593825764255449e-06	7.959162785312247e-05	0.00031643974583479015
467	Daly	100000000000.0	10000000000.0	46800.0	6.518218823342348e-06	0.00012567384833347581	0.0012503753206976453
468	Daly	100000000000.0	10000000000.0	43200.0	1.848036144849055e-05	0.00017107254822536374	0.00022439421363350687
469	Daly	100000000000.0	10000000000.0	39600.0	1.6266574892533992e-05	0.00019503001234012643	0.0011529599516610436
470	Daly	100000000000.0	10000000000.0	36000.0	1.860246430065735e-05	0.000260454592201875	0.0010775225926638625
471	Daly	100000000000.0	10000000000.0	32400.0	7.24630717429268e-05	0.0003226349959046165	0.00022303831752701602
472	Daly	100000000000.0	10000000000.0	28800.0	4.1752330258528576e-05	0.00034613567145811016	0.000588259279574383
473	Daly	100000000000.0	10000000000.0	25200.0	5.441015986834438e-05	0.0003990502090729475	0.0005465649084101156
474	Daly	100000000000.0	10000000000.0	21600.0	0.00019573071382192727	0.0005373638337644101	0.0007974526184522089
475	Daly	100000000000.0	10000000000.0	18000.0	0.00024280788754825564	0.0010118739062960152	0.002195845599277714
476	Daly	100000000000.0	10000000000.0	14400.0	0.000808782219579882	0.00163716050056132	0.0022301662915010395
477	Daly	100000000000.0	10000000000.0	10800.0	0.001195483481415267	0.00240375805900262	0.0033638979240638474
478	Daly	100000000000.0	10000000000.0	7200.0	0.0048974976085495465	0.008202492248421176	0.012437390785887268
479	Daly	100000000000.0	10000000000.0	3600.0	0.03848464741006248	0.05300234888391556	0.06965880884235925
480	Daly	90000000000.0	10000000000.0	86400.0	2.229777545187153e-06	0.00012390077833969245	0.00011528991148785701
481	Daly	90000000000.0	10000000000.0	82800.0	4.500755991008524e-06	2.8377056448717556e-05	-2.6642360099671117e-05
482	Daly	90000000000.0	10000000000.0	79200.0	4.520385861308052e-06	3.467376387423295e-05	0.0002809498408182586
483	Daly	90000000000.0	10000000000.0	75600.0	8.473225134413009e-07	2.6922815021080922e-05	0.00012556659764678582
484	Daly	90000000000.0	10000000000.0	72000.0	4.294358722607347e-07	0.0002212275003310797	0.0007029904988572388
485	Daly	90000000000.0	10000000000.0	68400.0	1.6931876421395775e-06	0.00018640808396436768	0.0006823726982833861
486	Daly	90000000000.0	10000000000.0	64800.0	1.1254836365347785e-06	1.1013843565362133e-05	0.0003769196434053703
487	Daly	90000000000.0	10000000000.0	61200.0	-1.0488256476730545e-06	0.000154661215535349	0.0004085729011736846
488	Daly	90000000000.0	10000000000.0	57600.0	1.155853918050588e-05	0.0001089463461655744	0.0005153282013447634
489	Daly	90000000000.0	10000000000.0	54000.0	1.216732688886669e-05	0.0001842967495544559	0.0009396279500863276
490	Daly	90000000000.0	10000000000.0	50400.0	1.018259675169311e-05	1.0743742478736386e-05	-8.083258711844151e-05
491	Daly	90000000000.0	10000000000.0	46800.0	4.45258855565368e-06	0.00016951291453301727	0.0013083880137554447
492	Daly	90000000000.0	10000000000.0	43200.0	8.76691569179255e-06	0.00035532418594331095	0.0016162624110187664
493	Daly	90000000000.0	10000000000.0	39600.0	3.4992892332794806e-05	0.0001815402665788419	0.0005609499311744395
494	Daly	90000000000.0	10000000000.0	36000.0	1.4652762320162e-05	0.00023417228854673712	0.0002937392518148111
495	Daly	90000000000.0	10000000000.0	32400.0	1.3545926542831343e-05	0.00044001900529301173	0.0004399364594947653
496	Daly	90000000000.0	10000000000.0	28800.0	7.358437306242846e-05	0.00027537680284534774	0.000168206879448038
497	Daly	90000000000.0	10000000000.0	25200.0	0.00012357073452741587	0.0004782747575403954	0.0008931885908621975
498	Daly	90000000000.0	10000000000.0	21600.0	0.00018218053883984183	0.000637549427663596	0.0010685084614453205
499	Daly	90000000000.0	10000000000.0	18000.0	0.00021907366538207742	0.0011217151833045403	0.0019311722062064405
500	Daly	90000000000.0	10000000000.0	14400.0	0.0013048494246441294	0.0020669473915143695	0.002941410496921799
