	ckpt_intvl	sfs_bw	bb_bw	sys_mtbf	low_bound	avg	high_bound
240	1h	60000000000.0	10000000000.0	86400.0	-3.9116649912477686e-05	0.0003449933589075414	0.001205682597336561
241	1h	60000000000.0	10000000000.0	82800.0	-8.425370045590796e-05	0.00011881291883022202	0.0013845892910035198
242	1h	60000000000.0	10000000000.0	79200.0	-8.891477483167045e-05	-3.0647470629897866e-05	0.0013584922430815729
243	1h	60000000000.0	10000000000.0	75600.0	-8.052804691250157e-05	0.0004545991194072308	0.0014550055594438416
244	1h	60000000000.0	10000000000.0	72000.0	-0.0001318294923268609	0.0001105236837320397	0.0013678552688924663
245	1h	60000000000.0	10000000000.0	68400.0	-0.00011458268398834086	0.0001104072168516409	0.0016231483452396856
246	1h	60000000000.0	10000000000.0	64800.0	-9.925199589445893e-05	0.0003912199158712087	0.001379251544602899
247	1h	60000000000.0	10000000000.0	61200.0	-8.647501254261015e-05	0.0003582658087778149	0.0021601029580418304
248	1h	60000000000.0	10000000000.0	57600.0	-0.00012364057016506994	0.0002136633131840078	0.0015617923929988112
249	1h	60000000000.0	10000000000.0	54000.0	-0.00016647723902307499	0.0003024792669302817	0.002016829557740906
250	1h	60000000000.0	10000000000.0	50400.0	-0.00010934410388337482	0.00044504912008533695	0.0023047209519657507
251	1h	60000000000.0	10000000000.0	46800.0	-0.00024031694554544806	0.0006726585453131146	0.003027765158189151
